Cluster,Timestep_1,Timestep_2,Timestep_3,Timestep_4,Timestep_5,Timestep_6,Timestep_7,Timestep_8,Timestep_9,Timestep_10,Timestep_11,Timestep_12,Timestep_13,Timestep_14,Timestep_15,Timestep_16,Timestep_17,Timestep_18,Timestep_19,Timestep_20,Timestep_21,Timestep_22,Timestep_23,Timestep_24,Timestep_25,Timestep_26,Timestep_27,Timestep_28,Timestep_29,Timestep_30,Timestep_31,Timestep_32,Timestep_33,Timestep_34,Timestep_35,Timestep_36,Timestep_37,Timestep_38,Timestep_39,Timestep_40,Timestep_41,Timestep_42,Timestep_43,Timestep_44,Timestep_45,Timestep_46,Timestep_47,Timestep_48,Timestep_49,Timestep_50,Timestep_51,Timestep_52,Timestep_53,Timestep_54,Timestep_55,Timestep_56,Timestep_57,Timestep_58,Timestep_59,Timestep_60,Timestep_61,Timestep_62,Timestep_63,Timestep_64,Timestep_65,Timestep_66,Timestep_67,Timestep_68,Timestep_69,Timestep_70,Timestep_71,Timestep_72,Timestep_73,Timestep_74,Timestep_75,Timestep_76,Timestep_77,Timestep_78,Timestep_79,Timestep_80,Timestep_81,Timestep_82,Timestep_83,Timestep_84,Timestep_85,Timestep_86,Timestep_87,Timestep_88,Timestep_89,Timestep_90,Timestep_91,Timestep_92,Timestep_93,Timestep_94,Timestep_95,Timestep_96,Timestep_97,Timestep_98,Timestep_99,Timestep_100,Timestep_101,Timestep_102,Timestep_103,Timestep_104,Timestep_105,Timestep_106,Timestep_107,Timestep_108,Timestep_109,Timestep_110,Timestep_111,Timestep_112,Timestep_113,Timestep_114,Timestep_115,Timestep_116,Timestep_117,Timestep_118,Timestep_119,Timestep_120,Timestep_121,Timestep_122,Timestep_123,Timestep_124,Timestep_125,Timestep_126,Timestep_127,Timestep_128,Timestep_129,Timestep_130,Timestep_131,Timestep_132,Timestep_133,Timestep_134,Timestep_135,Timestep_136,Timestep_137,Timestep_138,Timestep_139,Timestep_140,Timestep_141,Timestep_142,Timestep_143,Timestep_144,Timestep_145,Timestep_146,Timestep_147,Timestep_148,Timestep_149,Timestep_150,Timestep_151,Timestep_152,Timestep_153,Timestep_154,Timestep_155,Timestep_156,Timestep_157,Timestep_158,Timestep_159,Timestep_160,Timestep_161,Timestep_162,Timestep_163,Timestep_164,Timestep_165,Timestep_166,Timestep_167,Timestep_168,Timestep_169,Timestep_170,Timestep_171,Timestep_172,Timestep_173,Timestep_174,Timestep_175,Timestep_176,Timestep_177,Timestep_178,Timestep_179,Timestep_180,Timestep_181,Timestep_182,a0,amplitude1,phase1,amplitude2,phase2,amplitude3,phase3
0,-0.23740357,-0.2585852,-0.28840503,-0.31089488,-0.3095106,-0.32612333,-0.35463881,-0.37461233,-0.3779068,-0.38258547,-0.40204588,-0.4105038,-0.41290534,-0.41983673,-0.42243272,-0.42489192,-0.3942105,-0.34626144,-0.29325604,-0.21050444,-0.09484888,-0.003760907,0.08626482,0.16182396,0.21856003,0.24944925,0.27896357,0.25066432,0.20097631,0.10818345,-0.01164854,-0.081629604,-0.14833786,-0.19892886,-0.22697383,-0.24707405,-0.26750067,-0.2938659,-0.3418082,-0.34734213,-0.37054226,-0.36856097,-0.38723996,-0.41407555,-0.42516395,-0.44245055,-0.45814964,-0.46371177,-0.47424853,-0.4734296,-0.44750094,-0.42737702,-0.38336372,-0.31988257,-0.26570493,-0.22200465,-0.13108888,-0.034848467,0.059770614,0.13989107,0.19781266,0.24200746,0.27076387,0.24782684,0.17447278,0.087091066,-0.021289274,-0.07915143,-0.14871189,-0.195552,-0.22779305,-0.24901071,-0.481864,-0.50799906,-0.5322713,-0.5238861,-0.5452335,-0.5684941,-0.5849776,-0.5926125,-0.6005046,-0.6213571,-0.6367673,-0.6280637,-0.60659355,-0.59418875,-0.5616659,-0.5313881,-0.4717691,-0.40417907,-0.33977002,-0.27223364,-0.211823,-0.16533853,-0.12675093,-0.09592451,-0.04970124,0.013167102,0.020499991,0.013981217,-0.020570086,-0.09131436,-0.15706386,-0.2280169,-0.297818,-0.37180507,-0.42556423,-0.46419567,-0.9100333,-0.92352426,-0.926563,-0.9206849,-0.9255461,-0.92683375,-0.92689914,-0.9196757,-0.9229422,-0.9216003,-0.9091991,-0.8974176,-0.88666755,-0.8547087,-0.80381143,-0.7723857,-0.748144,-0.734867,-0.72862303,-0.72598004,-0.7221994,-0.721595,-0.7370887,-0.7607327,-0.7772863,-0.78078765,-0.78805494,-0.794895,-0.7946578,-0.7848616,-0.78414476,-0.8486582,-0.8494202,-0.88655585,-0.90699154,-0.91645896,-0.38269708,-0.4047969,-0.42659727,-0.44384554,-0.45912096,-0.4784197,-0.49455553,-0.51374316,-0.5378875,-0.55562174,-0.55984044,-0.56015927,-0.5495066,-0.53251946,-0.5140842,-0.4890882,-0.45703518,-0.41270435,-0.36368224,-0.2970525,-0.21915959,-0.14844602,-0.08153718,0.040482353,0.124790475,0.16605684,0.18687268,0.19003731,0.10983079,0.025017539,-0.07651,-0.16552323,-0.24081409,-0.2970542,-0.33739376,-0.37559107,-0.45051435,-0.1682508,-0.08647296,-0.029025298,0.57378775,-0.51965195,-0.7689799,-0.62658656,-0.3937639
1,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,0.22728169,0.16302602,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444,-9986.444
2,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.778,-9988.891,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.778,-9988.891,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.778,-9988.891,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.778,-9988.891,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.778,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.891,-9988.778,-9988.891,0.5219814,-0.3198613,-0.08269302,-0.7156984,0.4566002,-0.5616738,0.48026407,-0.7075163,0.3363236
3,-23.890938,-265.1764,-72.24152,0.09355013,0.10576873,0.12177655,0.14047876,0.19168359,0.26491466,0.3310476,0.3627472,0.3937691,0.4233409,0.4341557,0.41985,0.3690441,0.33454373,0.295852,0.24194305,0.20629846,0.20299152,0.17748818,0.16527218,0.16108775,0.1574405,0.15567063,0.18865316,0.20896979,0.24194011,0.26192144,0.2614233,0.29727176,0.30746266,0.30625919,-9999.0,-9999.0,-23.787712,-265.0765,-72.136055,0.2367235,0.25418803,0.29081595,0.335806,0.36220863,0.41803205,0.46034992,0.4888104,0.5183604,0.5329139,0.52270395,0.53581,0.50179213,0.49388424,0.46744007,0.42747453,0.37412438,0.3563204,0.34924984,0.35338756,0.3553399,0.34996822,0.35021523,0.36683664,0.37075004,0.36882547,0.38460812,0.39196795,0.42938733,0.43023944,0.43923593,-9999.0,-9999.0,-23.57165,-264.83218,-71.85742,0.5323042,0.55871105,0.5676674,0.5807015,0.6027362,0.6264824,0.6453451,0.672322,0.70820266,0.71589345,0.7181928,0.7251327,0.72055256,0.7167887,0.728654,0.72666097,0.73474616,0.7348219,0.7345398,0.72152054,0.71102357,0.70530146,0.7042749,0.6947471,0.6891019,0.6901375,0.6851045,0.69962746,0.6788834,0.692456,0.6538572,-9999.0,-9999.0,-24.51458,-265.75116,-72.74373,-0.23128386,-0.20236273,-0.15878223,-0.11908931,-0.11566502,-0.12582736,-0.145584,-0.18200089,-0.21928398,-0.31347018,-0.32560006,-0.24492295,-0.24013913,-0.22307,-0.18896917,-0.15399463,-0.12289312,-0.09316541,-0.053578366,-0.04108768,-0.048613586,-0.06298808,-0.07726163,-0.10761898,-0.1534533,-0.19422871,-0.21740033,-0.23917869,-0.45330772,-0.4071309,-0.49652714,-9999.0,-9999.0,-23.771605,-265.05453,-72.09446,0.2741626,0.2888874,0.3174178,0.35608146,0.3986021,0.44329128,0.48803428,0.5280194,0.55628496,0.5755567,0.58372927,0.5666963,0.54141366,0.5110031,0.4819391,0.45177266,0.41916946,0.397247,0.3743246,0.3560105,0.3747385,0.37995866,0.3755905,0.38491806,0.4106709,0.41200814,0.4278001,0.43995234,0.4524472,0.45903063,0.4602595,-9999.0,-9999.0,0.62422884,-0.49975663,0.53439647,-0.6736425,0.147148,-0.3396678,0.5191912,-0.6764463,0.38334656
4,-46.50497,0.19492576,-350.57535,0.09485798,0.10620042,0.12192363,0.1470709,0.20437072,0.28482112,0.35219532,0.382364,0.4145076,0.44241714,0.4523636,0.43757045,0.38790944,0.35395175,0.31984714,0.26899093,0.23392637,0.22989234,0.2037389,0.19408855,0.19054057,-23.18855,0.19037162,0.22156268,0.23943533,0.27507466,0.29507563,0.29335624,0.32432556,0.33501378,0.33294305,0.31928292,-9999.002,-46.405064,0.29707968,-350.47025,0.24217482,0.25551832,0.29292086,0.33771864,0.3665523,0.42926076,0.47614577,0.5042674,0.534562,0.5482876,0.5370377,0.54813874,0.5182218,0.51229435,0.4881141,0.45203117,0.3972652,0.38185292,0.3762355,0.38394466,0.38737726,-22.997437,0.3851091,0.40235925,0.40406162,0.4016869,0.42047894,0.42420238,0.45886558,0.45813724,0.46879348,0.4538745,-9999.002,-46.26206,0.47968087,-350.2557,0.48563153,0.5136475,0.5257103,0.5414684,0.56362617,0.5862522,0.6061396,0.63420886,0.6684965,0.6813723,0.68608534,0.6945415,0.69293755,0.68486166,0.6945083,0.69351757,0.70506626,0.70829386,0.70999914,0.6962348,0.68755245,-22.699114,0.6787101,0.6679349,0.6609411,0.66286993,0.6578915,0.6734757,0.6524229,0.6665538,0.6263172,0.5856896,-9999.002,-47.203068,-0.4526432,-351.10458,-0.27092645,-0.2403979,-0.1966794,-0.1623942,-0.164371,-0.18143648,-0.20402414,-0.2386972,-0.27462974,-0.36114588,-0.37045047,-0.29464722,-0.28675938,-0.26721066,-0.23509178,-0.20159896,-0.16816022,-0.13539097,-0.095760226,-0.08414935,-0.09251366,-23.488865,-0.12546688,-0.15897511,-0.20654806,-0.24693744,-0.26737624,-0.286218,-0.4887886,-0.44964033,-0.53439337,-0.5690876,-9999.002,-46.399357,0.3081665,-350.43884,0.26923746,0.28327242,0.31341594,0.35523808,0.40134874,0.44848073,0.49533573,0.5355384,0.5639119,0.58388805,0.5922727,0.57465243,0.55052924,0.5214092,0.49475306,0.4660421,0.43499926,0.4147461,0.3944739,0.37904805,0.39806676,-22.975468,0.4007456,0.41187656,0.43790254,0.43976802,0.45360547,0.46466115,0.4740682,0.47857258,0.4792399,0.45993772,-9999.002,0.62433106,-0.49824396,0.5475578,-0.6650412,0.2893449,-0.30268753,0.514702,-0.615938,0.40639627
5,-0.09751463,-0.11184078,-0.14868341,-0.15922906,-0.12415546,-0.10236222,-0.084115475,-0.037241995,0.024686096,0.07568989,0.09553255,0.11930112,0.14021547,0.1521798,0.13859846,0.096987255,0.06933316,0.03132363,-0.025895033,-0.063778065,-0.06392797,-0.095166616,-0.12045729,-0.14829673,-5134.759,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,-0.1334621,-270.34363,-270.33765,-540.5846,-1891.8353,0.052807678,0.024557892,-0.006859657,0.0056935037,0.022429641,0.06283443,0.09997915,0.12158747,0.17258881,0.21172306,0.23143993,0.26119512,0.27409372,0.27830723,0.297101,0.28089756,0.2737926,0.25648233,0.21860312,0.15066132,0.1205045,0.103615485,0.09243104,0.07647184,-5134.649,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,0.07252254,-270.14923,-270.136,-540.404,-1891.6774,0.35951057,0.3608076,0.36198497,0.39121005,0.42157152,0.44675183,0.48019272,0.51044255,0.54550487,0.575979,0.6136836,0.65695506,0.6701431,0.67445326,0.67997396,0.67348987,0.6717111,0.6802691,0.6705915,0.67594755,0.67027014,0.6544849,0.63219434,0.6003707,-5134.3315,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,0.5026897,-269.75424,-269.7941,-540.0688,-1891.3885,-0.29522473,-0.32779256,-0.29453608,-0.14045723,-0.12158328,-0.077749565,-0.022088168,-0.0012631814,0.009129475,0.008639158,-0.011670161,-0.029544841,-0.1327668,-0.14259663,-0.034594983,-0.03377327,-0.027366793,-0.0061778277,0.016396686,0.040701076,0.06521777,0.10579931,0.120905675,0.11518259,-5134.5254,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,-0.26447654,-270.46756,-270.5918,-540.8633,-1892.0112,0.046374287,0.030471545,0.02337564,0.03211286,0.05611409,0.08957381,0.12829484,0.1679058,0.20625074,0.2443317,0.27873072,0.30744645,0.33224717,0.34882203,0.34116486,0.32440057,0.29740235,0.2696791,0.23281746,0.1946369,0.16126479,0.12306894,0.080312975,0.09217323,-5134.628,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,-9999.003,0.083537094,-270.1408,-270.1361,-540.3949,-1891.6869,0.60214305,-0.39519885,0.2894239,-0.54934376,-0.46808594,-0.40946355,0.37582746,-0.54846436,0.3359628
6,-241.19598,-9999.011,0.029305913,-0.0067896354,0.009087646,0.03450087,0.055226445,0.10764777,0.1794913,0.24438424,0.27611035,0.30835956,0.3358576,0.34630063,0.32980442,0.28005838,0.24631795,0.21114068,0.16066071,0.13211092,0.13335168,0.10434238,0.097055994,0.09046342,0.08963729,0.09469156,0.1204326,0.14429173,-137.73831,-137.72801,0.16953196,0.19701158,-68.74442,0.21054865,0.1960499,-551.4926,-241.08734,-9999.011,0.15314208,0.1575704,0.16526835,0.20369335,0.24919762,0.27591434,0.3373008,0.3818641,0.41175658,0.43578446,0.44703102,0.43688083,0.45467144,0.4273518,0.42523617,0.40155777,0.36249003,0.3102534,0.29798636,0.29586038,0.30245274,0.3080282,0.2997829,0.29936522,0.31394058,0.31787282,-137.60855,-137.59795,0.32371655,0.34952396,-68.60698,0.3476123,0.33689168,-551.36237,-240.98152,-9999.011,0.31254143,0.3335179,0.36276194,0.38446712,0.41069153,0.45147377,0.4929866,0.5299298,0.5622219,0.6026737,0.6239029,0.632496,0.64083076,0.63831985,0.63942313,0.6516391,0.6499662,0.6615663,0.6628201,0.66254777,0.64171886,0.62165433,0.6067517,0.6035103,0.5844872,0.57305837,-137.35156,-137.35211,0.5882467,0.5639464,-68.40098,0.50880855,0.46493855,-551.2719,-241.80638,-9999.011,-0.44855046,-0.32011688,-0.28951162,-0.24445553,-0.2008974,-0.18230358,-0.17208992,-0.17915015,-0.20716056,-0.23580328,-0.32119432,-0.32489204,-0.23791988,-0.22451177,-0.19786815,-0.16519298,-0.1326939,-0.10611712,-0.0834861,-0.04621606,-0.04141289,-0.052431848,-0.070315674,-0.09108939,-0.1270769,-0.17673142,-138.1443,-138.16151,-0.25068134,-0.46156773,-69.38784,-0.52150846,-0.5616204,-552.19543,-241.09709,-9999.011,0.1590053,0.15387686,0.17114137,0.20441812,0.24848585,0.29640996,0.3437549,0.38964584,0.43158463,0.4614493,0.48273772,0.49312145,0.4797606,0.45839107,0.43088514,0.4047474,0.3746766,0.3436508,0.32422778,0.30085427,0.28076383,0.30265346,0.31004032,0.30586168,0.3123158,0.33848375,-137.5837,-137.57301,0.34947145,0.3519178,-68.60198,0.34741804,0.32851797,-551.3757,0.577824,-0.46609575,0.4565877,-0.62391925,0.24290617,-0.326344,0.48674694,-0.6028768,0.40418953
7,0.33300486,-162.12625,-9999.0,0.13769451,0.13562223,-11.451775,0.16813175,0.2323171,0.3118858,0.3893103,0.42475542,0.45835382,0.4890814,0.500018,0.48912868,0.44860652,0.42387122,0.39787638,0.3569871,0.32823953,0.33250457,0.31363064,0.3096872,0.31268162,0.32211497,0.33225846,0.37823206,0.39903677,0.43192893,0.44851422,0.43990514,-34.32711,-34.322037,0.46238095,0.4385763,0.38422182,0.43946114,-162.02065,-9999.0,0.28417012,0.2862324,-11.274894,0.37632343,0.4088752,0.4748967,0.5259286,0.5579444,0.5853574,0.59350395,0.58142704,0.5986695,0.57202756,0.57634103,0.5614209,0.53699344,0.496181,0.49249804,0.49613348,0.5105126,0.5185466,0.51668334,0.5230346,0.54567343,0.5491719,0.5504184,0.56407267,0.5623416,-34.201977,-34.2032,0.6015139,0.573158,0.52502364,0.4215954,-162.02356,-9999.0,0.35479692,0.3800605,-11.20595,0.42032433,0.45844245,0.49929303,0.5350178,0.5706201,0.61631954,0.63725907,0.6505752,0.6607668,0.6609857,0.65656745,0.67273366,0.6743994,0.6844599,0.6849306,0.6867579,0.6748495,0.66594213,0.6623645,0.6669196,0.6592345,0.6549435,0.6597145,0.6570989,0.6766842,-34.14044,-34.13607,0.60942364,0.550356,0.48782364,-0.56626296,-162.96927,-9999.0,-0.42152038,-0.3811553,-11.936343,-0.29906723,-0.290221,-0.29369494,-0.31037563,-0.34125686,-0.37222737,-0.44180924,-0.44409055,-0.37837812,-0.37709227,-0.36192963,-0.33161888,-0.29878885,-0.27036995,-0.24102187,-0.20144999,-0.19151731,-0.20139533,-0.22240768,-0.24727663,-0.29090133,-0.34606114,-0.3894413,-0.40765637,-0.4213421,-35.38793,-35.361668,-0.6369003,-0.66901666,-0.65466064,0.4184441,-162.04173,-9999.0,0.27902117,0.28374708,-11.287648,0.3576515,0.41120926,0.46614033,0.51942974,0.5642955,0.5963184,0.6163094,0.62612355,0.6113715,0.592995,0.5713221,0.553763,0.534967,0.51371884,0.50438887,0.4938495,0.48930597,0.5091817,0.51673454,0.5195716,0.53825027,0.565119,0.571138,0.57940763,0.58652073,-34.201656,-34.201622,0.58643615,0.5531039,0.49469545,0.53778523,-0.5398908,0.6064452,-0.6166309,0.65594697,-0.23005924,0.5174589,-0.49795416,0.42721847
8,-232.4689,0.00041633428,-0.038082168,-465.11136,-0.0402132,-0.038027238,-0.019369729,0.049136307,0.117133625,0.17805044,0.20153047,0.22786003,0.2415924,0.24085546,-464.83838,0.16255876,-232.39859,0.08252834,0.028247911,-0.0002460861,0.00080620794,-0.0012304651,-0.0028538436,0.002664731,0.006265825,0.016036453,0.042864848,-2790.394,-5115.711,-9999.004,-9999.004,-9301.421,-9999.004,-9766.491,-8836.316,-9533.924,-232.39919,0.077232294,0.0390745,-465.00775,0.058139533,0.10600873,0.1515514,0.17173982,0.23409285,0.2767853,0.29655498,0.32147762,0.3348838,0.33634496,-464.69925,0.3324679,-232.20932,0.31082523,0.27526435,0.20385951,0.17804654,0.16684055,0.1608375,0.16158892,0.17755261,0.17667484,0.1925162,-2790.2886,-5115.6514,-9999.004,-9999.004,-9301.405,-9999.004,-9766.488,-8836.295,-9533.913,-232.01186,0.4914509,0.47715276,-464.55356,0.5095335,0.50842744,0.51322097,0.51649064,0.52465343,0.53520316,0.5530982,0.5872233,0.6032836,0.61982286,-464.41855,0.6420429,-231.89085,0.66044235,0.65599823,0.66156363,0.65546095,0.65134233,0.6389928,0.62950236,0.62900865,0.6400406,0.6422833,-2789.9128,-5115.39,-9999.004,-9999.004,-9301.342,-9999.004,-9766.447,-8836.235,-9533.896,-232.7873,-0.28884295,-0.26835114,-465.16925,-0.087874874,-0.0560576,-0.026269391,-0.040640213,-0.05724125,-0.07515438,-0.10828724,-0.13547288,-0.22480346,-0.2052798,-465.1592,-0.07565406,-232.59128,-0.033001106,-0.020556372,-0.0064825458,0.008853367,0.038910955,0.05329644,0.051858798,0.050457455,0.049681153,0.032675587,-2790.3887,-5115.7935,-9999.004,-9999.004,-9301.394,-9999.004,-9766.45,-8836.364,-9533.95,-232.36607,0.11255973,0.09368885,-464.9533,0.11264504,0.13862331,0.17370026,0.21470818,0.25677007,0.3007272,0.33437455,0.36065695,0.3793975,0.39589304,-464.67056,0.36223996,-232.20293,0.30631658,0.2736648,0.23994905,0.21420169,0.18918046,0.16574813,0.19614834,0.21508361,0.21878617,0.23325075,-2790.2327,-5115.6113,-9999.004,-9999.004,-9301.402,-9999.004,-9766.479,-8836.284,-9533.91,0.5439072,-0.50555074,0.36745057,-0.53646076,-0.43538,-0.44420603,0.3457698,-0.61908245,0.08209472
9,-3333.6501,-3333.6433,-9999.0,-0.97932816,-0.9392361,-0.9125109,-0.89208007,-0.86351717,-0.8145232,-0.76552933,-0.730934,-0.69023573,-0.6725147,-0.65494144,-0.6482412,-0.6591854,-0.638191,-0.6153847,-0.60732996,-0.585538,-0.53422225,-0.5079366,-0.50043523,-0.5399306,-0.6217617,-0.7048346,-0.77206516,-0.83291566,-3333.5742,-9999.0,-9999.0,-3333.6667,-0.98581564,-6666.332,-9999.0,-0.9692557,-3333.6345,-3333.6277,-9999.0,-0.87140435,-0.83161515,-0.7648053,-0.7223651,-0.6894516,-0.6463622,-0.6154492,-0.6029777,-0.58006537,-0.5723578,-0.56195056,-0.5464084,-0.5388349,-0.5204678,-0.50423014,-0.49783558,-0.5159575,-0.49688894,-0.49340376,-0.5153106,-0.5658915,-0.60873216,-0.6782753,-0.74101925,-0.7953796,-3333.607,-9999.0,-9999.0,-3333.6667,-0.9688474,-6666.296,-9999.0,-0.89533013,-3332.3335,-3332.5132,-9999.0,0.06727829,0.15627405,0.2614679,0.29680365,0.3030303,0.25925928,0.23569795,0.24630925,0.27817178,0.3396079,0.36031747,0.38152608,0.4133987,0.4425428,0.48932678,0.5214522,0.5628141,0.5983123,0.56469584,0.47150266,0.3421284,0.25964913,0.17306054,0.071861476,0.01818182,-3332.983,-9999.0,-9999.0,-3332.9697,0.6433736,-6665.7686,-9999.0,0.8698039,-3332.3335,-3332.5132,-9999.0,0.4483096,0.4796996,0.5494062,0.6048701,0.6136114,0.61742723,0.6035239,0.5776093,0.56809163,0.44022164,0.4563392,0.6454737,0.64348656,0.5990297,0.5608862,0.5253414,0.49201417,0.46802732,0.4673533,0.42867514,0.38095266,0.3458119,0.30941838,0.29056928,0.26960588,-3332.8542,-9999.0,-9999.0,-3332.849,0.76773256,-6665.82,-9999.0,0.61552763,-3333.3555,-3333.408,-9999.0,-0.7981211,-0.75130934,-0.70543957,-0.6634002,-0.62842,-0.6037296,-0.579591,-0.5471672,-0.51676285,-0.4839059,-0.4554256,-0.43968508,-0.4273075,-0.42004094,-0.40946373,-0.4010485,-0.38992164,-0.38874897,-0.42113897,-0.49084783,-0.4932664,-0.5210048,-0.6033448,-0.69716734,-0.730704,-3333.586,-9999.0,-9999.0,-3333.567,-0.6426826,-6666.1973,-9999.0,-0.48759997,-0.39019054,-0.50050354,-0.34152302,-0.44235036,-0.345949,-0.51257896,-0.008811734,0.04662047,0.37388417
