zones,15,20,25,30,35,40,45,50
5,-0.050030519,-0.04985833,-0.049698451,-0.054983114,-0.046936203,-0.051870302,-0.053755575,-0.049255059
10,-0.050030519,-0.04985833,-0.049698451,-0.054983114,-0.046936203,-0.051870302,-0.053755575,-0.049255059
20,-0.050030519,-0.04985833,-0.049698451,-0.054983114,-0.046936203,-0.051870302,-0.053755575,-0.049255059
30,-0.047962573,-0.051806674,-0.050895334,-0.054590478,-0.042085754,-0.042528441,-0.043965328,-0.056875159
40,-0.060741249,-0.060580002,-0.066450786,-0.057520915,-0.041681705,-0.057191306,-0.059756216,-0.04232015
50,-0.057377387,-0.060612803,-0.069173595,-0.062386877,-0.046887195,-0.055793689,-0.061253684,-0.037788985
60,-0.046265252,-0.061307412,-0.063388981,-0.060265709,-0.049426212,-0.052754319,-0.047698302,-0.045374281
70,-0.066279634,-0.06055344,-0.059452268,-0.054603809,-0.039703659,-0.042274163,-0.050204545,-0.04949857
80,-0.043413012,-0.057747327,-0.066771715,-0.046067818,-0.037603821,-0.044977765,-0.056482898,-0.039340115
90,-0.057707453,-0.061297767,-0.052123294,-0.064126319,-0.052000499,-0.056782827,-0.066518047,-0.038891676
100,-0.065154623,-0.060293175,-0.07029012,-0.066223808,-0.05819418,-0.058287092,-0.062788914,-0.032179977
110,-0.0625425,-0.061347557,-0.067909875,-0.058843653,-0.043873796,-0.054955071,-0.055877906,-0.06211357
120,-0.062932596,-0.060842731,-0.066902536,-0.048973496,-0.03552205,-0.046705406,-0.04809983,-0.051111288
