zones,15,20,25,30,35,40,45,50
5,-0.050476679,-0.05153245,-0.059547118,-0.064655074,-0.066391879,-0.055483599,-0.038808778,-0.018913642
10,-0.050476679,-0.05153245,-0.059547118,-0.064655074,-0.066391879,-0.055483599,-0.038808778,-0.018913642
20,-0.050476679,-0.05153245,-0.059547118,-0.064655074,-0.066391879,-0.055483599,-0.038808778,-0.018913642
30,-0.040390764,-0.046286997,-0.048122886,-0.065164873,-0.065277675,-0.04810334,-0.054746803,-0.052894634
40,-0.041537628,-0.03586918,-0.045860921,-0.054408234,-0.043671525,-0.029672457,-0.027741338,-0.033375288
50,-0.048828734,-0.039332527,-0.051244144,-0.047742688,-0.04124607,-0.040534173,-0.04285523,-0.025976394
60,-0.033416202,-0.038187605,-0.048154001,-0.047695295,-0.055033737,-0.041596189,-0.048446948,-0.029441043
70,-0.041546719,-0.035580475,-0.048858047,-0.035993332,-0.036364042,-0.027917883,-0.036032697,-0.032324148
80,-0.058852999,-0.046984149,-0.009662104,-0.045661021,-0.065323008,-0.036530115,-0.05506196,-0.05481749
90,-0.041453104,-0.040901562,-0.045869314,-0.056306685,-0.044234976,-0.028505347,-0.042329839,-0.035815492
100,-0.035968403,-0.040761138,-0.050240461,-0.056192802,-0.049746974,-0.033949735,-0.029562432,-0.029361687
110,-0.060031595,-0.045225001,-0.047682839,-0.058834432,-0.058007246,-0.054032853,-0.053189287,-0.042974149
120,-0.058054247,-0.03830833,-0.042490754,-0.040242577,-0.052705618,-0.036377318,-0.041793699,-0.063416913
