zones,15,20,25,30,35,40,45,50
5,-0.068015081,-0.019781169,-0.001272133,0.001592549,-0.0024265,0.007706282,-0.004106606,0.010971068
10,-0.068015081,-0.019781169,-0.001272133,0.001592549,-0.0024265,0.007706282,-0.004106606,0.010971068
20,-0.068015081,-0.019781169,-0.001272133,0.001592549,-0.0024265,0.007706282,-0.004106606,0.010971068
30,-0.021739345,-0.021055022,-0.015670841,-0.002663768,-0.007900449,0.010280043,-0.02394358,-0.020163177
40,-0.016445449,-0.024531764,-0.02502756,-0.007690894,-0.00945961,-0.011954378,-0.020726947,-0.017007192
50,-0.019820555,-0.021321509,0.008043715,-0.009373995,-0.016875894,-0.002194512,-0.015871634,-0.018547023
60,-0.020506071,-0.026557852,-0.021982528,-0.005332216,-0.015500725,-0.00465425,-0.003865638,-0.008632086
70,-0.02701762,-0.035430596,-0.016855772,0.005990769,-0.001803279,-0.010353281,-0.022969702,-0.021130781
80,-0.012283008,-0.012417787,-0.029448716,-0.00646818,-0.014138978,0.001519422,-0.016226093,-0.014599211
90,-0.015775378,-0.015032974,-0.016752049,0.008445618,-0.001660703,0.008591858,0.012270454,-0.000676281
100,-0.013969722,-0.01905033,-0.021624632,0.001654604,-0.011018753,-0.00689762,-0.020138972,-0.008446992
110,-0.019546658,-0.022570539,-0.024185815,-0.006696615,-0.010619686,-0.007682961,-0.024696762,-0.025790429
120,-0.0328049,-0.013360304,-0.002945891,-0.012273627,-0.007956248,-0.008363647,-0.012049528,-0.009237724
