                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.464
Model:           ,OLS             ,  Adj. R-squared:    ,   0.041
Method:          ,Least Squares   ,  F-statistic:       ,   1.096
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):, 0.369  
Time:            ,13:48:09        ,  Log-Likelihood:    , -159.23
No. Observations:,   103          ,  AIC:               ,   410.5
Df Residuals:    ,    57          ,  BIC:               ,   531.7
Df Model:        ,    45          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    3.1756,   35.747,    0.089, 0.930,  -68.406,   74.757
SPI3_max      ,   -4.8010,   13.446,   -0.357, 0.722,  -31.726,   22.124
SPI6_max      ,  -19.2793,  108.826,   -0.177, 0.860, -237.200,  198.642
SPI12_max     ,   12.9610,   71.027,    0.182, 0.856, -129.268,  155.190
SPEI1_max     ,  -13.4168,   91.369,   -0.147, 0.884, -196.381,  169.547
SPEI3_max     ,   24.1203,   72.698,    0.332, 0.741, -121.455,  169.696
SPEI6_max     ,  -16.7361,   38.208,   -0.438, 0.663,  -93.247,   59.774
SPEI12_max    ,   -1.8873,   81.050,   -0.023, 0.982, -164.188,  160.413
SPI1_median   ,   -8.4229,   18.111,   -0.465, 0.644,  -44.689,   27.844
SPI3_median   ,   -4.8871,   38.115,   -0.128, 0.898,  -81.210,   71.436
SPI6_median   ,    6.6124,   22.815,    0.290, 0.773,  -39.074,   52.299
SPI12_median  ,    3.9509,   11.129,    0.355, 0.724,  -18.335,   26.237
SPEI1_median  ,   18.2355,   40.197,    0.454, 0.652,  -62.259,   98.730
SPEI3_median  ,  -14.1718,   10.801,   -1.312, 0.195,  -35.801,    7.457
SPEI6_median  ,    4.2109,   17.815,    0.236, 0.814,  -31.463,   39.885
SPEI12_median ,   -9.8451,   44.536,   -0.221, 0.826,  -99.026,   79.336
SPI1_min      ,  -11.7375,   79.182,   -0.148, 0.883, -170.297,  146.821
SPI3_min      ,   -9.8220,   22.076,   -0.445, 0.658,  -54.029,   34.385
SPI6_min      ,   -0.2184,    9.923,   -0.022, 0.983,  -20.088,   19.651
SPI12_min     ,    7.3842,   29.640,    0.249, 0.804,  -51.968,   66.736
SPEI1_min     ,   25.1156,  137.669,    0.182, 0.856, -250.562,  300.793
SPEI3_min     ,   23.8147,   53.116,    0.448, 0.656,  -82.549,  130.179
SPEI6_min     ,  -10.5620,   38.354,   -0.275, 0.784,  -87.365,   66.241
SPEI12_min    ,   -3.3757,   39.702,   -0.085, 0.933,  -82.877,   76.126
SPI1_std      ,   -7.5467,   79.317,   -0.095, 0.925, -166.376,  151.283
SPI3_std      ,   -0.4966,   22.957,   -0.022, 0.983,  -46.467,   45.474
SPI6_std      ,   -0.1357,   22.515,   -0.006, 0.995,  -45.221,   44.950
SPI12_std     ,   15.9021,   55.449,    0.287, 0.775,  -95.133,  126.937
SPEI1_std     ,   24.3548,  140.811,    0.173, 0.863, -257.614,  306.324
SPEI3_std     ,  -10.5744,   65.147,   -0.162, 0.872, -141.029,  119.880
SPEI6_std     ,    3.2935,    2.765,    1.191, 0.239,   -2.244,    8.831
SPEI12_std    ,    0.8653,   35.125,    0.025, 0.980,  -69.472,   71.203
SWIA_veg_max  ,   -4.9241,   13.055,   -0.377, 0.707,  -31.067,   21.219
VICI_veg_max  ,   -4.0786,   37.262,   -0.109, 0.913,  -78.694,   70.537
SWIA_veg_mean ,   -2.8597,   27.949,   -0.102, 0.919,  -58.826,   53.106
VICI_veg_mean ,    3.2169,   19.210,    0.167, 0.868,  -35.250,   41.683
SWIA_veg_min  ,    5.1591,   43.332,    0.119, 0.906,  -81.611,   91.929
VICI_veg_min  ,    1.3085,   17.634,    0.074, 0.941,  -34.003,   36.620
SWIA_veg_std  ,    8.7869,   64.997,    0.135, 0.893, -121.368,  138.941
VICI_veg_std  ,    4.6969,   57.377,    0.082, 0.935, -110.200,  119.593
SWIA_veg_count,   10.0795,   32.946,    0.306, 0.761,  -55.893,   76.052
VICI_veg_count,  -17.8167,   75.170,   -0.237, 0.813, -168.342,  132.708
SWIA_mat_max  ,    4.0119,    6.727,    0.596, 0.553,   -9.459,   17.483
VICI_mat_max  ,    3.9918,    2.714,    1.471, 0.147,   -1.442,    9.425
SWIA_mat_mean ,   -1.3377,    8.126,   -0.165, 0.870,  -17.609,   14.934
VICI_mat_mean ,    2.2716,   11.691,    0.194, 0.847,  -21.140,   25.683
SWIA_mat_min  ,   -0.2650,    1.929,   -0.137, 0.891,   -4.127,    3.597
VICI_mat_min  ,  -21.7546,   58.403,   -0.372, 0.711, -138.704,   95.195
SWIA_mat_std  ,   -0.3444,    6.007,   -0.057, 0.954,  -12.373,   11.684
VICI_mat_std  ,  -15.3354,   33.471,   -0.458, 0.649,  -82.361,   51.690
SWIA_mat_count,   -7.1866,    9.755,   -0.737, 0.464,  -26.721,   12.348
VICI_mat_count,    9.1306,   78.871,    0.116, 0.908, -148.807,  167.068
Omnibus:      ,24.293,  Durbin-Watson:     ,   1.942
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  87.731
Skew:         , 0.661,  Prob(JB):          ,8.90e-20
Kurtosis:     , 7.324,  Cond. No.          ,1.34e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 6.18e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
