                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.670
Model:           ,OLS             ,  Adj. R-squared:    ,   0.384
Method:          ,Least Squares   ,  F-statistic:       ,   2.341
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.00320 
Time:            ,14:12:41        ,  Log-Likelihood:    , -165.62
No. Observations:,    85          ,  AIC:               ,   411.2
Df Residuals:    ,    45          ,  BIC:               ,   508.9
Df Model:        ,    39          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    1.5911,    3.589,    0.443, 0.660,   -5.638,    8.820
SPI3_max      ,    3.8589,    9.560,    0.404, 0.688,  -15.395,   23.113
SPI6_max      ,   -5.5131,    6.937,   -0.795, 0.431,  -19.484,    8.458
SPI12_max     ,    2.6898,    4.548,    0.591, 0.557,   -6.471,   11.851
SPEI1_max     ,   -6.6130,   12.145,   -0.545, 0.589,  -31.074,   17.848
SPEI3_max     ,   -6.9430,    8.307,   -0.836, 0.408,  -23.673,    9.787
SPEI6_max     ,    5.8105,    6.812,    0.853, 0.398,   -7.910,   19.531
SPEI12_max    ,   -5.2007,   12.482,   -0.417, 0.679,  -30.341,   19.940
SPI1_median   ,   -3.4533,    2.392,   -1.443, 0.156,   -8.272,    1.365
SPI3_median   ,    1.0065,    8.960,    0.112, 0.911,  -17.040,   19.053
SPI6_median   ,   -1.7221,    3.147,   -0.547, 0.587,   -8.061,    4.616
SPI12_median  ,    1.2392,    1.696,    0.731, 0.469,   -2.176,    4.655
SPEI1_median  ,   -1.5894,    7.956,   -0.200, 0.843,  -17.613,   14.434
SPEI3_median  ,    1.5513,   15.627,    0.099, 0.921,  -29.924,   33.027
SPEI6_median  ,   -4.5120,   10.322,   -0.437, 0.664,  -25.301,   16.277
SPEI12_median ,    3.2344,   16.554,    0.195, 0.846,  -30.107,   36.576
SPI1_min      ,    0.1603,    0.897,    0.179, 0.859,   -1.646,    1.967
SPI3_min      ,   -3.9796,    9.448,   -0.421, 0.676,  -23.009,   15.050
SPI6_min      ,    3.9664,    3.534,    1.122, 0.268,   -3.151,   11.084
SPI12_min     ,   -2.3642,    5.509,   -0.429, 0.670,  -13.460,    8.731
SPEI1_min     ,    7.3054,    9.056,    0.807, 0.424,  -10.934,   25.545
SPEI3_min     ,    2.1402,    3.507,    0.610, 0.545,   -4.922,    9.203
SPEI6_min     ,   -4.0177,    5.013,   -0.801, 0.427,  -14.114,    6.079
SPEI12_min    ,    6.2680,    7.521,    0.833, 0.409,   -8.880,   21.416
SPI1_std      ,   -1.0301,    4.130,   -0.249, 0.804,   -9.349,    7.289
SPI3_std      ,   -1.9650,    8.110,   -0.242, 0.810,  -18.299,   14.369
SPI6_std      ,    6.2776,   23.356,    0.269, 0.789,  -40.764,   53.319
SPI12_std     ,    2.3428,    9.882,    0.237, 0.814,  -17.560,   22.246
SPEI1_std     ,   15.9513,   27.380,    0.583, 0.563,  -39.195,   71.098
SPEI3_std     ,    0.4688,    4.900,    0.096, 0.924,   -9.401,   10.338
SPEI6_std     ,   -2.5616,   13.798,   -0.186, 0.854,  -30.353,   25.230
SPEI12_std    ,   -4.0254,    7.082,   -0.568, 0.573,  -18.290,   10.239
SWIA_veg_max  ,   -0.3146,    0.703,   -0.448, 0.656,   -1.730,    1.100
VICI_veg_max  ,    0.8221,    0.854,    0.962, 0.341,   -0.899,    2.543
SWIA_veg_mean ,   -0.2968,    0.798,   -0.372, 0.712,   -1.903,    1.310
VICI_veg_mean ,   -0.2157,    1.778,   -0.121, 0.904,   -3.797,    3.365
SWIA_veg_min  ,    0.6829,    1.074,    0.636, 0.528,   -1.480,    2.845
VICI_veg_min  ,   -0.4928,    2.701,   -0.182, 0.856,   -5.933,    4.947
SWIA_veg_std  ,    0.9446,    2.100,    0.450, 0.655,   -3.286,    5.175
VICI_veg_std  ,   -1.8707,    1.632,   -1.146, 0.258,   -5.158,    1.417
SWIA_veg_count,   -0.2884,    7.976,   -0.036, 0.971,  -16.352,   15.775
VICI_veg_count,    1.8293,   10.108,    0.181, 0.857,  -18.529,   22.188
SWIA_mat_max  ,   -0.2451,    0.756,   -0.324, 0.747,   -1.768,    1.278
VICI_mat_max  ,   -0.0878,    1.032,   -0.085, 0.933,   -2.167,    1.992
SWIA_mat_mean ,    0.2195,    0.369,    0.595, 0.555,   -0.524,    0.963
VICI_mat_mean ,   -0.0591,    0.695,   -0.085, 0.933,   -1.459,    1.341
SWIA_mat_min  ,   -0.1343,    0.335,   -0.401, 0.690,   -0.809,    0.540
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,   -0.1484,    0.818,   -0.181, 0.857,   -1.797,    1.500
VICI_mat_std  ,   -0.0380,    0.446,   -0.085, 0.933,   -0.937,    0.861
SWIA_mat_count,    2.2808,    3.075,    0.742, 0.462,   -3.913,    8.475
VICI_mat_count,   -0.0053,    0.062,   -0.085, 0.933,   -0.130,    0.119
Omnibus:      , 9.763,  Durbin-Watson:     ,   2.099
Prob(Omnibus):, 0.008,  Jarque-Bera (JB):  ,  22.338
Skew:         , 0.186,  Prob(JB):          ,1.41e-05
Kurtosis:     , 5.484,  Cond. No.          ,1.31e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 8.61e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
