                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.697
Model:           ,OLS             ,  Adj. R-squared:    ,   0.387
Method:          ,Least Squares   ,  F-statistic:       ,   2.245
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.00539 
Time:            ,14:18:34        ,  Log-Likelihood:    , -160.46
No. Observations:,    84          ,  AIC:               ,   406.9
Df Residuals:    ,    41          ,  BIC:               ,   511.4
Df Model:        ,    42          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -1.7016,   20.052,   -0.085, 0.933,  -42.196,   38.793
SPI3_max      ,    1.1269,   62.472,    0.018, 0.986, -125.039,  127.292
SPI6_max      ,   -6.0411,   25.833,   -0.234, 0.816,  -58.211,   46.129
SPI12_max     ,    9.3438,  218.681,    0.043, 0.966, -432.292,  450.980
SPEI1_max     ,  -13.5917,   70.311,   -0.193, 0.848, -155.588,  128.405
SPEI3_max     ,   -0.8909,  227.346,   -0.004, 0.997, -460.025,  458.243
SPEI6_max     ,    2.6656,  108.842,    0.024, 0.981, -217.146,  222.477
SPEI12_max    ,   -3.8281,  250.715,   -0.015, 0.988, -510.157,  502.501
SPI1_median   ,   -0.7647,   23.156,   -0.033, 0.974,  -47.530,   46.000
SPI3_median   ,   -0.9849,   92.693,   -0.011, 0.992, -188.182,  186.212
SPI6_median   ,   -2.5064,   11.582,   -0.216, 0.830,  -25.896,   20.884
SPI12_median  ,    2.3750,   36.001,    0.066, 0.948,  -70.331,   75.081
SPEI1_median  ,   -0.6406,  172.963,   -0.004, 0.997, -349.947,  348.666
SPEI3_median  ,   16.3368,  282.437,    0.058, 0.954, -554.056,  586.730
SPEI6_median  ,  -15.4809,   35.024,   -0.442, 0.661,  -86.213,   55.252
SPEI12_median ,    2.6304,  112.795,    0.023, 0.982, -225.164,  230.425
SPI1_min      ,    3.7148,   72.432,    0.051, 0.959, -142.565,  149.995
SPI3_min      ,   -2.0985,   10.818,   -0.194, 0.847,  -23.945,   19.748
SPI6_min      ,    1.3416,  119.179,    0.011, 0.991, -239.345,  242.028
SPI12_min     ,   -4.0189,   63.213,   -0.064, 0.950, -131.680,  123.642
SPEI1_min     ,    2.9037,   47.335,    0.061, 0.951,  -92.691,   98.499
SPEI3_min     ,    5.9105,   25.883,    0.228, 0.821,  -46.361,   58.182
SPEI6_min     ,   -0.2313,   92.400,   -0.003, 0.998, -186.836,  186.373
SPEI12_min    ,    5.8190,  106.082,    0.055, 0.957, -208.418,  220.056
SPI1_std      ,    6.7421,  140.040,    0.048, 0.962, -276.075,  289.559
SPI3_std      ,    7.1590,   47.544,    0.151, 0.881,  -88.858,  103.176
SPI6_std      ,   -0.1258,  392.023,   -0.000, 1.000, -791.831,  791.580
SPI12_std     ,   -7.4330,  348.354,   -0.021, 0.983, -710.948,  696.082
SPEI1_std     ,   15.7367,  105.256,    0.150, 0.882, -196.833,  228.306
SPEI3_std     ,    5.1421,  177.151,    0.029, 0.977, -352.622,  362.906
SPEI6_std     ,   -0.1805,  296.862,   -0.001, 1.000, -599.705,  599.344
SPEI12_std    ,    0.5439,  485.716,    0.001, 0.999, -980.379,  981.467
SWIA_veg_max  ,    0.7382,   11.665,    0.063, 0.950,  -22.820,   24.296
VICI_veg_max  ,   -0.0043,    5.197,   -0.001, 0.999,  -10.500,   10.492
SWIA_veg_mean ,   -0.3463,    1.915,   -0.181, 0.857,   -4.214,    3.522
VICI_veg_mean ,   -0.0833,   10.622,   -0.008, 0.994,  -21.534,   21.368
SWIA_veg_min  ,   -0.3076,   11.905,   -0.026, 0.980,  -24.350,   23.735
VICI_veg_min  ,   -0.0712,    0.480,   -0.148, 0.883,   -1.040,    0.897
SWIA_veg_std  ,   -0.8035,   23.713,   -0.034, 0.973,  -48.692,   47.085
VICI_veg_std  ,    0.0288,    0.543,    0.053, 0.958,   -1.067,    1.125
SWIA_veg_count,    1.6857,   24.629,    0.068, 0.946,  -48.053,   51.425
VICI_veg_count,    0.9438,   91.200,    0.010, 0.992, -183.238,  185.126
SWIA_mat_max  ,    0.5947,   19.820,    0.030, 0.976,  -39.433,   40.623
VICI_mat_max  ,    3.5934,   45.541,    0.079, 0.937,  -88.379,   95.566
SWIA_mat_mean ,   -0.3542,   15.469,   -0.023, 0.982,  -31.594,   30.886
VICI_mat_mean ,   -3.3556,    7.605,   -0.441, 0.661,  -18.714,   12.003
SWIA_mat_min  ,   -0.4276,    6.395,   -0.067, 0.947,  -13.343,   12.487
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,   -1.4101,   19.505,   -0.072, 0.943,  -40.801,   37.981
VICI_mat_std  ,   -1.6379,  118.582,   -0.014, 0.989, -241.120,  237.844
SWIA_mat_count,    0.2156,   31.935,    0.007, 0.995,  -64.279,   64.710
VICI_mat_count,   -3.7444,   54.313,   -0.069, 0.945, -113.432,  105.943
Omnibus:      ,12.363,  Durbin-Watson:     ,   2.049
Prob(Omnibus):, 0.002,  Jarque-Bera (JB):  ,  34.158
Skew:         , 0.267,  Prob(JB):          ,3.82e-08
Kurtosis:     , 6.078,  Cond. No.          ,1.36e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 9.74e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
