                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.517
Model:           ,OLS             ,  Adj. R-squared:    ,   0.058
Method:          ,Least Squares   ,  F-statistic:       ,   1.126
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):, 0.354  
Time:            ,13:52:21        ,  Log-Likelihood:    , -119.31
No. Observations:,    81          ,  AIC:               ,   318.6
Df Residuals:    ,    41          ,  BIC:               ,   414.4
Df Model:        ,    39          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    3.8185,   14.575,    0.262, 0.795,  -25.616,   33.253
SPI3_max      ,    6.1024,   82.375,    0.074, 0.941, -160.258,  172.463
SPI6_max      ,  -10.6737,   63.204,   -0.169, 0.867, -138.317,  116.970
SPI12_max     ,    4.3855,   40.322,    0.109, 0.914,  -77.047,   85.818
SPEI1_max     ,  -13.1623,   77.546,   -0.170, 0.866, -169.769,  143.445
SPEI3_max     ,   12.1179,   12.981,    0.934, 0.356,  -14.098,   38.334
SPEI6_max     ,   -3.6397,   10.736,   -0.339, 0.736,  -25.322,   18.042
SPEI12_max    ,   -4.0969,   67.698,   -0.061, 0.952, -140.816,  132.622
SPI1_median   ,   -2.0062,    4.294,   -0.467, 0.643,  -10.678,    6.666
SPI3_median   ,    4.6359,   10.980,    0.422, 0.675,  -17.539,   26.811
SPI6_median   ,    5.8125,    5.405,    1.075, 0.289,   -5.104,   16.729
SPI12_median  ,    0.6909,    1.941,    0.356, 0.724,   -3.230,    4.612
SPEI1_median  ,   -5.4700,   59.882,   -0.091, 0.928, -126.404,  115.464
SPEI3_median  ,   -1.2240,   25.381,   -0.048, 0.962,  -52.482,   50.034
SPEI6_median  ,   -0.6684,    7.911,   -0.084, 0.933,  -16.646,   15.309
SPEI12_median ,   -0.0868,    9.457,   -0.009, 0.993,  -19.185,   19.011
SPI1_min      ,   -8.1860,   26.485,   -0.309, 0.759,  -61.673,   45.301
SPI3_min      ,   -7.1309,   40.767,   -0.175, 0.862,  -89.462,   75.200
SPI6_min      ,    7.8122,   23.002,    0.340, 0.736,  -38.642,   54.266
SPI12_min     ,   -0.8107,    6.842,   -0.118, 0.906,  -14.628,   13.007
SPEI1_min     ,   20.4110,   71.861,    0.284, 0.778, -124.715,  165.537
SPEI3_min     ,   -3.6725,   18.112,   -0.203, 0.840,  -40.250,   32.905
SPEI6_min     ,   -6.4321,   13.017,   -0.494, 0.624,  -32.721,   19.857
SPEI12_min    ,   -0.3212,    8.571,   -0.037, 0.970,  -17.631,   16.989
SPI1_std      ,   -9.4967,   35.650,   -0.266, 0.791,  -81.493,   62.499
SPI3_std      ,  -20.5375,   69.399,   -0.296, 0.769, -160.691,  119.616
SPI6_std      ,   16.3343,   53.538,    0.305, 0.762,  -91.788,  124.456
SPI12_std     ,   -4.3745,   13.379,   -0.327, 0.745,  -31.393,   22.644
SPEI1_std     ,   20.4585,   97.111,    0.211, 0.834, -175.661,  216.578
SPEI3_std     ,    2.4758,   15.270,    0.162, 0.872,  -28.363,   33.315
SPEI6_std     ,    8.5599,   58.192,    0.147, 0.884, -108.962,  126.082
SPEI12_std    ,   -1.9392,   30.861,   -0.063, 0.950,  -64.265,   60.387
SWIA_veg_max  ,   -0.1190,    3.299,   -0.036, 0.971,   -6.781,    6.543
VICI_veg_max  ,   -0.2325,    3.719,   -0.063, 0.950,   -7.744,    7.279
SWIA_veg_mean ,    3.0673,   18.142,    0.169, 0.867,  -33.571,   39.705
VICI_veg_mean ,   -2.4031,    5.447,   -0.441, 0.661,  -13.403,    8.597
SWIA_veg_min  ,   -2.2094,   14.748,   -0.150, 0.882,  -31.994,   27.575
VICI_veg_min  ,    1.0889,    2.307,    0.472, 0.639,   -3.569,    5.747
SWIA_veg_std  ,   -3.0513,   20.083,   -0.152, 0.880,  -43.611,   37.508
VICI_veg_std  ,    3.3177,   19.030,    0.174, 0.862,  -35.115,   41.750
SWIA_veg_count,  -15.1291,  142.970,   -0.106, 0.916, -303.863,  273.605
VICI_veg_count,   14.5871,   49.743,    0.293, 0.771,  -85.871,  115.045
SWIA_mat_max  ,   -0.5557,    2.027,   -0.274, 0.785,   -4.650,    3.538
VICI_mat_max  ,   -1.1899,    6.303,   -0.189, 0.851,  -13.919,   11.540
SWIA_mat_mean ,   -0.5933,    5.385,   -0.110, 0.913,  -11.469,   10.282
VICI_mat_mean ,    3.8690,   24.888,    0.155, 0.877,  -46.394,   54.132
SWIA_mat_min  ,    0.1296,    0.698,    0.186, 0.854,   -1.279,    1.538
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,   -0.0363,    3.541,   -0.010, 0.992,   -7.189,    7.116
VICI_mat_std  ,    0.3678,    2.790,    0.132, 0.896,   -5.267,    6.003
SWIA_mat_count,   10.4326,   76.583,    0.136, 0.892, -144.230,  165.095
VICI_mat_count,   -0.0038,    0.070,   -0.055, 0.957,   -0.144,    0.137
Omnibus:      ,33.480,  Durbin-Watson:     ,   2.388
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  , 179.746
Skew:         , 1.019,  Prob(JB):          ,9.30e-40
Kurtosis:     ,10.008,  Cond. No.          ,1.28e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 5.88e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
