                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.698
Model:           ,OLS             ,  Adj. R-squared:    ,   0.395
Method:          ,Least Squares   ,  F-statistic:       ,   2.307
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.00396 
Time:            ,14:13:19        ,  Log-Likelihood:    , -161.88
No. Observations:,    85          ,  AIC:               ,   409.8
Df Residuals:    ,    42          ,  BIC:               ,   514.8
Df Model:        ,    42          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -5.8813,    9.074,   -0.648, 0.520,  -24.193,   12.430
SPI3_max      ,   -4.9283,   17.460,   -0.282, 0.779,  -40.165,   30.308
SPI6_max      ,   -7.8823,   15.964,   -0.494, 0.624,  -40.099,   24.334
SPI12_max     ,   10.3244,   21.213,    0.487, 0.629,  -32.484,   53.133
SPEI1_max     ,    1.0578,   19.250,    0.055, 0.956,  -37.789,   39.905
SPEI3_max     ,  -10.3918,   29.910,   -0.347, 0.730,  -70.752,   49.968
SPEI6_max     ,   11.3936,   20.185,    0.564, 0.575,  -29.341,   52.128
SPEI12_max    ,  -28.1108,   85.628,   -0.328, 0.744, -200.915,  144.693
SPI1_median   ,    3.5871,    8.553,    0.419, 0.677,  -13.673,   20.848
SPI3_median   ,   14.8918,   35.959,    0.414, 0.681,  -57.677,   87.460
SPI6_median   ,  -11.5519,   28.590,   -0.404, 0.688,  -69.248,   46.144
SPI12_median  ,    2.2103,    5.218,    0.424, 0.674,   -8.320,   12.740
SPEI1_median  ,   -2.0413,   13.171,   -0.155, 0.878,  -28.622,   24.540
SPEI3_median  ,   36.3372,   26.023,    1.396, 0.170,  -16.180,   88.854
SPEI6_median  ,   -6.3128,   39.914,   -0.158, 0.875,  -86.862,   74.237
SPEI12_median ,    0.0461,   15.136,    0.003, 0.998,  -30.499,   30.591
SPI1_min      ,    3.6061,    8.449,    0.427, 0.672,  -13.445,   20.657
SPI3_min      ,    5.4606,   17.528,    0.312, 0.757,  -29.913,   40.834
SPI6_min      ,   -2.8920,   14.529,   -0.199, 0.843,  -32.213,   26.429
SPI12_min     ,   11.2442,   41.016,    0.274, 0.785,  -71.529,   94.017
SPEI1_min     ,    4.5751,    9.144,    0.500, 0.619,  -13.879,   23.029
SPEI3_min     ,    6.6636,    9.934,    0.671, 0.506,  -13.384,   26.711
SPEI6_min     ,   -0.6543,   10.530,   -0.062, 0.951,  -21.905,   20.596
SPEI12_min    ,  -17.7991,   44.240,   -0.402, 0.689, -107.080,   71.481
SPI1_std      ,    7.6071,   25.349,    0.300, 0.766,  -43.550,   58.764
SPI3_std      ,   -5.9607,   28.105,   -0.212, 0.833,  -62.679,   50.758
SPI6_std      ,   -4.7687,   33.055,   -0.144, 0.886,  -71.477,   61.939
SPI12_std     ,    5.4318,   27.032,    0.201, 0.842,  -49.121,   59.984
SPEI1_std     ,    3.8743,   26.437,    0.147, 0.884,  -49.478,   57.227
SPEI3_std     ,   36.3240,   47.444,    0.766, 0.448,  -59.421,  132.069
SPEI6_std     ,   -0.1245,   18.236,   -0.007, 0.995,  -36.926,   36.677
SPEI12_std    ,  -44.4194,   70.982,   -0.626, 0.535, -187.667,   98.828
SWIA_veg_max  ,    1.1689,    2.203,    0.531, 0.598,   -3.277,    5.615
VICI_veg_max  ,   -2.6588,    5.196,   -0.512, 0.612,  -13.145,    7.827
SWIA_veg_mean ,   -1.3670,    2.446,   -0.559, 0.579,   -6.303,    3.569
VICI_veg_mean ,    2.0799,    3.196,    0.651, 0.519,   -4.369,    8.529
SWIA_veg_min  ,   -1.1974,    3.563,   -0.336, 0.738,   -8.387,    5.992
VICI_veg_min  ,    0.5510,    2.480,    0.222, 0.825,   -4.454,    5.556
SWIA_veg_std  ,   -2.0275,    6.442,   -0.315, 0.755,  -15.028,   10.973
VICI_veg_std  ,    4.8691,    8.902,    0.547, 0.587,  -13.097,   22.835
SWIA_veg_count,    4.3159,    9.399,    0.459, 0.648,  -14.651,   23.283
VICI_veg_count,    0.6100,    3.666,    0.166, 0.869,   -6.788,    8.008
SWIA_mat_max  ,    0.4079,    2.795,    0.146, 0.885,   -5.233,    6.049
VICI_mat_max  ,    2.8478,    4.968,    0.573, 0.570,   -7.177,   12.873
SWIA_mat_mean ,    1.2225,    2.446,    0.500, 0.620,   -3.714,    6.159
VICI_mat_mean ,   -3.3227,    6.773,   -0.491, 0.626,  -16.991,   10.346
SWIA_mat_min  ,   -1.1500,    2.780,   -0.414, 0.681,   -6.761,    4.461
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,   -2.4413,    5.913,   -0.413, 0.682,  -14.374,    9.491
VICI_mat_std  ,    0.7893,    1.320,    0.598, 0.553,   -1.875,    3.454
SWIA_mat_count,    4.6709,    9.532,    0.490, 0.627,  -14.566,   23.908
VICI_mat_count,    0.2593,    0.463,    0.560, 0.578,   -0.675,    1.194
Omnibus:      ,12.705,  Durbin-Watson:     ,   2.048
Prob(Omnibus):, 0.002,  Jarque-Bera (JB):  ,  36.121
Skew:         , 0.270,  Prob(JB):          ,1.43e-08
Kurtosis:     , 6.148,  Cond. No.          ,1.38e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 8.98e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
