                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.554
Model:           ,OLS             ,  Adj. R-squared:    ,   0.230
Method:          ,Least Squares   ,  F-statistic:       ,   1.708
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.0282  
Time:            ,14:11:51        ,  Log-Likelihood:    , -216.32
No. Observations:,   103          ,  AIC:               ,   520.6
Df Residuals:    ,    59          ,  BIC:               ,   636.6
Df Model:        ,    43          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    5.5056,    6.804,    0.809, 0.422,   -8.109,   19.120
SPI3_max      ,    7.8746,   77.070,    0.102, 0.919, -146.343,  162.092
SPI6_max      ,   -2.9825,    5.525,   -0.540, 0.591,  -14.037,    8.072
SPI12_max     ,    7.0503,   11.762,    0.599, 0.551,  -16.486,   30.586
SPEI1_max     ,   -4.3568,    6.699,   -0.650, 0.518,  -17.762,    9.048
SPEI3_max     ,  -15.9282,   71.671,   -0.222, 0.825, -159.341,  127.484
SPEI6_max     ,    2.5155,   16.215,    0.155, 0.877,  -29.931,   34.962
SPEI12_max    ,  -18.8905,   47.717,   -0.396, 0.694, -114.373,   76.592
SPI1_median   ,   -2.2894,   21.202,   -0.108, 0.914,  -44.715,   40.136
SPI3_median   ,    2.9363,   11.919,    0.246, 0.806,  -20.914,   26.787
SPI6_median   ,   -3.9866,   10.452,   -0.381, 0.704,  -24.901,   16.927
SPI12_median  ,    1.8229,    1.862,    0.979, 0.332,   -1.902,    5.548
SPEI1_median  ,   -2.9061,    8.150,   -0.357, 0.723,  -19.213,   13.401
SPEI3_median  ,    7.0864,   22.176,    0.320, 0.750,  -37.288,   51.460
SPEI6_median  ,   -1.0265,    6.781,   -0.151, 0.880,  -14.596,   12.543
SPEI12_median ,    4.1116,   30.726,    0.134, 0.894,  -57.371,   65.594
SPI1_min      ,   -4.4493,   10.774,   -0.413, 0.681,  -26.008,   17.109
SPI3_min      ,    3.0106,   10.686,    0.282, 0.779,  -18.371,   24.392
SPI6_min      ,   -1.8110,   12.501,   -0.145, 0.885,  -26.826,   23.203
SPI12_min     ,    2.5752,   25.585,    0.101, 0.920,  -48.620,   53.770
SPEI1_min     ,    6.5431,   12.757,    0.513, 0.610,  -18.984,   32.070
SPEI3_min     ,    2.5041,   10.148,    0.247, 0.806,  -17.801,   22.810
SPEI6_min     ,   -1.2432,    7.123,   -0.175, 0.862,  -15.496,   13.010
SPEI12_min    ,    0.5291,    4.276,    0.124, 0.902,   -8.026,    9.084
SPI1_std      ,  -13.2721,   26.691,   -0.497, 0.621,  -66.681,   40.137
SPI3_std      ,    4.3055,   15.268,    0.282, 0.779,  -26.245,   34.856
SPI6_std      ,   -9.5483,   39.479,   -0.242, 0.810,  -88.545,   69.449
SPI12_std     ,    0.7634,   44.719,    0.017, 0.986,  -88.718,   90.245
SPEI1_std     ,   11.0538,   38.186,    0.289, 0.773,  -65.357,   87.464
SPEI3_std     ,    1.5673,   72.188,    0.022, 0.983, -142.880,  146.015
SPEI6_std     ,    6.0942,   13.605,    0.448, 0.656,  -21.130,   33.318
SPEI12_std    ,   -3.8159,   23.564,   -0.162, 0.872,  -50.967,   43.335
SWIA_veg_max  ,    0.3768,    2.132,    0.177, 0.860,   -3.889,    4.642
VICI_veg_max  ,   -0.3270,    0.828,   -0.395, 0.694,   -1.985,    1.331
SWIA_veg_mean ,   -1.6884,    3.768,   -0.448, 0.656,   -9.229,    5.852
VICI_veg_mean ,   -0.3882,    1.017,   -0.382, 0.704,   -2.424,    1.648
SWIA_veg_min  ,    1.0245,    4.178,    0.245, 0.807,   -7.336,    9.385
VICI_veg_min  ,    0.0212,    0.749,    0.028, 0.978,   -1.479,    1.521
SWIA_veg_std  ,    0.7479,    4.933,    0.152, 0.880,   -9.123,   10.619
VICI_veg_std  ,    0.1048,    0.323,    0.325, 0.747,   -0.541,    0.751
SWIA_veg_count,   -2.9420,   15.937,   -0.185, 0.854,  -34.833,   28.948
VICI_veg_count,    4.4983,   10.969,    0.410, 0.683,  -17.450,   26.447
SWIA_mat_max  ,    0.6707,    2.879,    0.233, 0.817,   -5.091,    6.433
VICI_mat_max  ,    1.3302,    3.494,    0.381, 0.705,   -5.662,    8.322
SWIA_mat_mean ,    0.3342,    0.986,    0.339, 0.736,   -1.638,    2.306
VICI_mat_mean ,   -1.8055,    3.452,   -0.523, 0.603,   -8.712,    5.101
SWIA_mat_min  ,   -0.7826,    1.949,   -0.401, 0.690,   -4.683,    3.118
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,   -1.8623,    5.162,   -0.361, 0.720,  -12.191,    8.466
VICI_mat_std  ,    0.4930,    3.819,    0.129, 0.898,   -7.148,    8.134
SWIA_mat_count,    2.8637,    4.814,    0.595, 0.554,   -6.770,   12.497
VICI_mat_count,    0.1844,    8.941,    0.021, 0.984,  -17.707,   18.076
Omnibus:      ,19.722,  Durbin-Watson:     ,   2.202
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  47.664
Skew:         ,-0.654,  Prob(JB):          ,4.47e-11
Kurtosis:     , 6.065,  Cond. No.          ,1.42e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 7.99e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
