                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.698
Model:           ,OLS             ,  Adj. R-squared:    ,   0.395
Method:          ,Least Squares   ,  F-statistic:       ,   2.307
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.00396 
Time:            ,14:13:32        ,  Log-Likelihood:    , -161.88
No. Observations:,    85          ,  AIC:               ,   409.8
Df Residuals:    ,    42          ,  BIC:               ,   514.8
Df Model:        ,    42          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    0.2712,    3.484,    0.078, 0.938,   -6.760,    7.303
SPI3_max      ,   10.9092,   32.062,    0.340, 0.735,  -53.794,   75.612
SPI6_max      ,   -4.7752,    8.855,   -0.539, 0.593,  -22.645,   13.095
SPI12_max     ,    4.8332,    5.241,    0.922, 0.362,   -5.743,   15.409
SPEI1_max     ,  -10.2254,   10.959,   -0.933, 0.356,  -32.341,   11.890
SPEI3_max     ,  -18.9725,   28.445,   -0.667, 0.508,  -76.377,   38.432
SPEI6_max     ,    9.1583,   11.929,    0.768, 0.447,  -14.915,   33.232
SPEI12_max    ,   -4.6464,   11.637,   -0.399, 0.692,  -28.131,   18.838
SPI1_median   ,   -1.8208,    4.235,   -0.430, 0.669,  -10.368,    6.727
SPI3_median   ,    1.3741,   16.852,    0.082, 0.935,  -32.634,   35.382
SPI6_median   ,   -3.5403,    8.373,   -0.423, 0.675,  -20.438,   13.358
SPI12_median  ,    1.1549,    4.009,    0.288, 0.775,   -6.936,    9.246
SPEI1_median  ,   -0.7761,    7.252,   -0.107, 0.915,  -15.412,   13.860
SPEI3_median  ,   24.2846,   25.316,    0.959, 0.343,  -26.804,   75.374
SPEI6_median  ,  -10.3916,   17.164,   -0.605, 0.548,  -45.031,   24.248
SPEI12_median ,    1.4887,   21.937,    0.068, 0.946,  -42.782,   45.760
SPI1_min      ,   -0.5013,    4.110,   -0.122, 0.904,   -8.795,    7.793
SPI3_min      ,    5.4892,    9.677,    0.567, 0.574,  -14.040,   25.019
SPI6_min      ,    2.9759,    4.540,    0.656, 0.516,   -6.186,   12.138
SPI12_min     ,   -5.7053,    6.998,   -0.815, 0.420,  -19.828,    8.417
SPEI1_min     ,    2.5547,    8.147,    0.314, 0.755,  -13.887,   18.996
SPEI3_min     ,    5.1030,    4.874,    1.047, 0.301,   -4.733,   14.939
SPEI6_min     ,   -5.4679,    5.178,   -1.056, 0.297,  -15.917,    4.981
SPEI12_min    ,    2.5564,    7.896,    0.324, 0.748,  -13.379,   18.491
SPI1_std      ,   -1.9295,   14.731,   -0.131, 0.896,  -31.657,   27.798
SPI3_std      ,   18.2330,   11.686,    1.560, 0.126,   -5.350,   41.816
SPI6_std      ,    6.5239,   16.075,    0.406, 0.687,  -25.918,   38.965
SPI12_std     ,   -3.7707,    7.717,   -0.489, 0.628,  -19.344,   11.802
SPEI1_std     ,    9.4520,   17.767,    0.532, 0.598,  -26.403,   45.307
SPEI3_std     ,    5.2004,    5.923,    0.878, 0.385,   -6.753,   17.153
SPEI6_std     ,   -5.8267,    8.334,   -0.699, 0.488,  -22.646,   10.993
SPEI12_std    ,  -10.5424,   11.822,   -0.892, 0.378,  -34.400,   13.315
SWIA_veg_max  ,    0.8784,    1.551,    0.566, 0.574,   -2.252,    4.009
VICI_veg_max  ,    0.1265,    1.335,    0.095, 0.925,   -2.567,    2.820
SWIA_veg_mean ,   -0.7263,    1.414,   -0.514, 0.610,   -3.580,    2.128
VICI_veg_mean ,    0.6544,    1.254,    0.522, 0.604,   -1.876,    3.185
SWIA_veg_min  ,   -0.0067,    1.715,   -0.004, 0.997,   -3.468,    3.455
VICI_veg_min  ,   -1.0078,    1.301,   -0.775, 0.443,   -3.633,    1.618
SWIA_veg_std  ,   -0.4014,    3.407,   -0.118, 0.907,   -7.277,    6.474
VICI_veg_std  ,   -0.3248,    2.543,   -0.128, 0.899,   -5.457,    4.807
SWIA_veg_count,    0.1566,    8.346,    0.019, 0.985,  -16.687,   17.000
VICI_veg_count,   -0.7112,    5.209,   -0.137, 0.892,  -11.224,    9.801
SWIA_mat_max  ,   -0.7551,    1.293,   -0.584, 0.562,   -3.365,    1.855
VICI_mat_max  ,    2.6895,    2.592,    1.037, 0.305,   -2.542,    7.921
SWIA_mat_mean ,    0.6298,    1.150,    0.548, 0.587,   -1.691,    2.951
VICI_mat_mean ,   -2.4032,    2.533,   -0.949, 0.348,   -7.516,    2.709
SWIA_mat_min  ,   -0.3064,    1.036,   -0.296, 0.769,   -2.397,    1.785
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,   -1.0130,    2.723,   -0.372, 0.712,   -6.509,    4.483
VICI_mat_std  ,    0.4753,    0.570,    0.834, 0.409,   -0.675,    1.625
SWIA_mat_count,    3.6493,    2.603,    1.402, 0.168,   -1.604,    8.903
VICI_mat_count,   -4.9577,    5.114,   -0.969, 0.338,  -15.278,    5.363
Omnibus:      ,12.705,  Durbin-Watson:     ,   2.048
Prob(Omnibus):, 0.002,  Jarque-Bera (JB):  ,  36.121
Skew:         , 0.270,  Prob(JB):          ,1.43e-08
Kurtosis:     , 6.148,  Cond. No.          ,1.40e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 9.09e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
