                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.503
Model:           ,OLS             ,  Adj. R-squared:    ,   0.041
Method:          ,Least Squares   ,  F-statistic:       ,   1.088
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):, 0.392  
Time:            ,13:56:51        ,  Log-Likelihood:    , -123.95
No. Observations:,    84          ,  AIC:               ,   329.9
Df Residuals:    ,    43          ,  BIC:               ,   429.6
Df Model:        ,    40          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -1.5133,    7.807,   -0.194, 0.847,  -17.257,   14.231
SPI3_max      ,   -2.1843,   29.855,   -0.073, 0.942,  -62.393,   58.024
SPI6_max      ,   -4.2048,   10.213,   -0.412, 0.683,  -24.801,   16.392
SPI12_max     ,   -1.1451,    9.251,   -0.124, 0.902,  -19.801,   17.511
SPEI1_max     ,    1.3894,   12.950,    0.107, 0.915,  -24.726,   27.505
SPEI3_max     ,    4.0635,   13.160,    0.309, 0.759,  -22.476,   30.603
SPEI6_max     ,   -0.7819,   10.123,   -0.077, 0.939,  -21.197,   19.633
SPEI12_max    ,    9.1783,   17.434,    0.526, 0.601,  -25.980,   44.337
SPI1_median   ,   -4.8834,   17.910,   -0.273, 0.786,  -41.002,   31.235
SPI3_median   ,   10.1683,   20.015,    0.508, 0.614,  -30.195,   50.531
SPI6_median   ,   -0.8425,   15.869,   -0.053, 0.958,  -32.845,   31.160
SPI12_median  ,    1.0738,    2.829,    0.380, 0.706,   -4.632,    6.779
SPEI1_median  ,    9.3879,   23.859,    0.393, 0.696,  -38.729,   57.505
SPEI3_median  ,  -15.3557,   15.787,   -0.973, 0.336,  -47.193,   16.482
SPEI6_median  ,    8.3346,   11.494,    0.725, 0.472,  -14.846,   31.515
SPEI12_median ,  -12.6203,    7.824,   -1.613, 0.114,  -28.400,    3.159
SPI1_min      ,    0.3612,    9.808,    0.037, 0.971,  -19.418,   20.141
SPI3_min      ,   -0.4455,    8.867,   -0.050, 0.960,  -18.327,   17.436
SPI6_min      ,    4.0823,   12.868,    0.317, 0.753,  -21.868,   30.032
SPI12_min     ,    4.0802,    8.240,    0.495, 0.623,  -12.537,   20.698
SPEI1_min     ,    5.0777,   11.097,    0.458, 0.650,  -17.301,   27.456
SPEI3_min     ,   -7.2253,    8.487,   -0.851, 0.399,  -24.341,    9.890
SPEI6_min     ,   -5.8272,    7.974,   -0.731, 0.469,  -21.907,   10.253
SPEI12_min    ,    1.1471,    3.203,    0.358, 0.722,   -5.311,    7.606
SPI1_std      ,    3.7409,   19.488,    0.192, 0.849,  -35.561,   43.042
SPI3_std      ,   -8.3171,    8.386,   -0.992, 0.327,  -25.229,    8.594
SPI6_std      ,    7.9045,   27.630,    0.286, 0.776,  -47.817,   63.626
SPI12_std     ,    5.8022,   13.772,    0.421, 0.676,  -21.972,   33.577
SPEI1_std     ,   -0.2806,   17.676,   -0.016, 0.987,  -35.928,   35.367
SPEI3_std     ,    1.0524,   17.537,    0.060, 0.952,  -34.314,   36.419
SPEI6_std     ,   -3.7225,    5.744,   -0.648, 0.520,  -15.306,    7.861
SPEI12_std    ,    1.5266,   13.343,    0.114, 0.909,  -25.383,   28.436
SWIA_veg_max  ,   -0.8518,    1.472,   -0.579, 0.566,   -3.820,    2.116
VICI_veg_max  ,    1.9705,    4.332,    0.455, 0.652,   -6.766,   10.707
SWIA_veg_mean ,    0.4062,    1.447,    0.281, 0.780,   -2.512,    3.324
VICI_veg_mean ,   -0.0631,    1.865,   -0.034, 0.973,   -3.824,    3.698
SWIA_veg_min  ,   -0.1498,    2.169,   -0.069, 0.945,   -4.524,    4.224
VICI_veg_min  ,   -2.0190,    3.595,   -0.562, 0.577,   -9.269,    5.231
SWIA_veg_std  ,   -0.3058,    3.201,   -0.096, 0.924,   -6.762,    6.150
VICI_veg_std  ,   -3.5381,    7.045,   -0.502, 0.618,  -17.747,   10.670
SWIA_veg_count,    3.7025,    4.801,    0.771, 0.445,   -5.980,   13.385
VICI_veg_count,   -1.1679,    5.717,   -0.204, 0.839,  -12.697,   10.361
SWIA_mat_max  ,   -0.2018,    1.746,   -0.116, 0.908,   -3.722,    3.318
VICI_mat_max  ,    2.4705,    4.795,    0.515, 0.609,   -7.200,   12.141
SWIA_mat_mean ,    0.2098,    0.611,    0.343, 0.733,   -1.023,    1.442
VICI_mat_mean ,   -0.6983,    1.571,   -0.444, 0.659,   -3.867,    2.470
SWIA_mat_min  ,    0.0549,    0.798,    0.069, 0.945,   -1.554,    1.663
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,    0.5299,    1.685,    0.315, 0.755,   -2.868,    3.928
VICI_mat_std  ,   -5.8796,   10.754,   -0.547, 0.587,  -27.568,   15.809
SWIA_mat_count,    1.5041,   11.909,    0.126, 0.900,  -22.513,   25.521
VICI_mat_count,    0.9305,   11.120,    0.084, 0.934,  -21.495,   23.356
Omnibus:      ,31.584,  Durbin-Watson:     ,   2.207
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  , 158.344
Skew:         , 0.940,  Prob(JB):          ,4.13e-35
Kurtosis:     , 9.458,  Cond. No.          ,1.25e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 7.75e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
