                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.395
Model:           ,OLS             ,  Adj. R-squared:    ,  -0.061
Method:          ,Least Squares   ,  F-statistic:       ,  0.8666
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):, 0.686  
Time:            ,13:25:36        ,  Log-Likelihood:    , -156.24
No. Observations:,   101          ,  AIC:               ,   400.5
Df Residuals:    ,    57          ,  BIC:               ,   515.5
Df Model:        ,    43          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -1.9459,    7.223,   -0.269, 0.789,  -16.409,   12.518
SPI3_max      ,  -26.9391,   35.232,   -0.765, 0.448,  -97.490,   43.611
SPI6_max      ,  -23.1742,   37.066,   -0.625, 0.534,  -97.398,   51.049
SPI12_max     ,   13.0538,   27.011,    0.483, 0.631,  -41.035,   67.142
SPEI1_max     ,  -14.8769,   16.788,   -0.886, 0.379,  -48.494,   18.740
SPEI3_max     ,   33.4841,   57.829,    0.579, 0.565,  -82.316,  149.284
SPEI6_max     ,    7.6830,   44.427,    0.173, 0.863,  -81.281,   96.647
SPEI12_max    ,   14.6499,   13.766,    1.064, 0.292,  -12.917,   42.217
SPI1_median   ,   11.5818,   11.885,    0.974, 0.334,  -12.218,   35.381
SPI3_median   ,  -15.8511,   22.049,   -0.719, 0.475,  -60.003,   28.301
SPI6_median   ,    3.2052,    4.421,    0.725, 0.471,   -5.648,   12.058
SPI12_median  ,   -1.1058,    5.704,   -0.194, 0.847,  -12.527,   10.316
SPEI1_median  ,   -8.7683,   15.175,   -0.578, 0.566,  -39.156,   21.620
SPEI3_median  ,   26.1052,   33.666,    0.775, 0.441,  -41.309,   93.519
SPEI6_median  ,  -18.4131,   26.094,   -0.706, 0.483,  -70.666,   33.840
SPEI12_median ,   -0.4194,   17.576,   -0.024, 0.981,  -35.614,   34.776
SPI1_min      ,   -0.7852,    9.639,   -0.081, 0.935,  -20.087,   18.516
SPI3_min      ,   13.7133,    9.678,    1.417, 0.162,   -5.666,   33.093
SPI6_min      ,   -5.8477,   35.705,   -0.164, 0.870,  -77.346,   65.651
SPI12_min     ,   -0.9227,    7.240,   -0.127, 0.899,  -15.421,   13.576
SPEI1_min     ,   -3.4528,   26.168,   -0.132, 0.895,  -55.852,   48.947
SPEI3_min     ,   -3.3424,    8.457,   -0.395, 0.694,  -20.278,   13.593
SPEI6_min     ,   10.8732,   34.760,    0.313, 0.756,  -58.733,   80.479
SPEI12_min    ,   -6.6897,   12.545,   -0.533, 0.596,  -31.810,   18.431
SPI1_std      ,   -5.3709,   22.530,   -0.238, 0.812,  -50.486,   39.744
SPI3_std      ,   26.3765,   22.179,    1.189, 0.239,  -18.036,   70.789
SPI6_std      ,   22.3329,   37.146,    0.601, 0.550,  -52.050,   96.716
SPI12_std     ,   -8.7038,   12.942,   -0.673, 0.504,  -34.620,   17.212
SPEI1_std     ,   15.2563,   44.849,    0.340, 0.735,  -74.552,  105.064
SPEI3_std     ,   -4.7030,   54.581,   -0.086, 0.932, -113.999,  104.593
SPEI6_std     ,   -1.6349,   43.022,   -0.038, 0.970,  -87.786,   84.516
SPEI12_std    ,   -0.9802,   35.495,   -0.028, 0.978,  -72.057,   70.097
SWIA_veg_max  ,   -0.7474,    0.900,   -0.831, 0.410,   -2.549,    1.054
VICI_veg_max  ,    8.2500,   10.215,    0.808, 0.423,  -12.206,   28.706
SWIA_veg_mean ,    0.0393,    1.551,    0.025, 0.980,   -3.067,    3.145
VICI_veg_mean ,   11.6161,   15.153,    0.767, 0.446,  -18.727,   41.959
SWIA_veg_min  ,    0.4690,    1.257,    0.373, 0.711,   -2.049,    2.987
VICI_veg_min  ,-1.704e-14, 1.27e-13,   -0.135, 0.893, -2.7e-13, 2.36e-13
SWIA_veg_std  ,    1.4156,    1.636,    0.865, 0.391,   -1.861,    4.693
VICI_veg_std  ,  -29.2658,   36.408,   -0.804, 0.425, -102.172,   43.640
SWIA_veg_count,   -0.3947,    2.156,   -0.183, 0.855,   -4.711,    3.922
VICI_veg_count,    5.9556,   11.341,    0.525, 0.602,  -16.755,   28.666
SWIA_mat_max  ,    1.0511,    1.369,    0.768, 0.446,   -1.690,    3.792
VICI_mat_max  ,   -2.3900,    2.682,   -0.891, 0.377,   -7.761,    2.981
SWIA_mat_mean ,   -0.6261,    1.043,   -0.600, 0.551,   -2.715,    1.463
VICI_mat_mean ,   -1.2029,    6.238,   -0.193, 0.848,  -13.694,   11.289
SWIA_mat_min  ,   -0.0960,    0.606,   -0.158, 0.875,   -1.310,    1.118
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,   -0.5685,    1.541,   -0.369, 0.714,   -3.654,    2.517
VICI_mat_std  ,    8.0745,    7.576,    1.066, 0.291,   -7.095,   23.244
SWIA_mat_count,    0.6167,    4.142,    0.149, 0.882,   -7.678,    8.911
VICI_mat_count,  -27.6215,   24.859,   -1.111, 0.271,  -77.401,   22.158
Omnibus:      ,17.523,  Durbin-Watson:     ,   2.389
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  46.323
Skew:         ,-0.527,  Prob(JB):          ,8.73e-11
Kurtosis:     , 6.146,  Cond. No.          ,1.36e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 5.37e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
