                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.502
Model:           ,OLS             ,  Adj. R-squared:    ,   0.061
Method:          ,Least Squares   ,  F-statistic:       ,   1.138
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):, 0.338  
Time:            ,13:54:27        ,  Log-Likelihood:    , -124.03
No. Observations:,    84          ,  AIC:               ,   328.1
Df Residuals:    ,    44          ,  BIC:               ,   425.3
Df Model:        ,    39          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -1.4725,    5.034,   -0.292, 0.771,  -11.618,    8.673
SPI3_max      ,   -4.1986,   20.234,   -0.207, 0.837,  -44.978,   36.581
SPI6_max      ,    5.3403,    7.888,    0.677, 0.502,  -10.556,   21.237
SPI12_max     ,   -7.2923,   12.159,   -0.600, 0.552,  -31.798,   17.213
SPEI1_max     ,    1.8336,    7.225,    0.254, 0.801,  -12.727,   16.395
SPEI3_max     ,    5.2565,   11.049,    0.476, 0.637,  -17.011,   27.524
SPEI6_max     ,   -8.2562,   15.760,   -0.524, 0.603,  -40.018,   23.505
SPEI12_max    ,    0.4427,   11.423,    0.039, 0.969,  -22.579,   23.465
SPI1_median   ,   -1.9144,   11.402,   -0.168, 0.867,  -24.893,   21.065
SPI3_median   ,   10.9974,   14.629,    0.752, 0.456,  -18.486,   40.480
SPI6_median   ,    0.9291,    9.297,    0.100, 0.921,  -17.809,   19.667
SPI12_median  ,    0.4437,    2.231,    0.199, 0.843,   -4.053,    4.941
SPEI1_median  ,    8.8551,   20.405,    0.434, 0.666,  -32.268,   49.979
SPEI3_median  ,   -5.0562,    8.540,   -0.592, 0.557,  -22.268,   12.156
SPEI6_median  ,    4.7939,    6.656,    0.720, 0.475,   -8.621,   18.209
SPEI12_median ,    0.5934,   16.978,    0.035, 0.972,  -33.624,   34.811
SPI1_min      ,    3.1787,    4.229,    0.752, 0.456,   -5.345,   11.702
SPI3_min      ,   -1.5968,    4.472,   -0.357, 0.723,  -10.610,    7.416
SPI6_min      ,    3.4549,    8.111,    0.426, 0.672,  -12.891,   19.801
SPI12_min     ,   -1.6721,    2.629,   -0.636, 0.528,   -6.971,    3.627
SPEI1_min     ,    0.3865,   11.218,    0.034, 0.973,  -22.222,   22.995
SPEI3_min     ,    0.5980,   14.557,    0.041, 0.967,  -28.741,   29.937
SPEI6_min     ,   -4.8438,    5.338,   -0.907, 0.369,  -15.602,    5.914
SPEI12_min    ,    0.7049,    5.000,    0.141, 0.889,   -9.371,   10.781
SPI1_std      ,    8.7064,    4.324,    2.013, 0.050,   -0.008,   17.421
SPI3_std      ,   -4.0414,   11.020,   -0.367, 0.716,  -26.252,   18.169
SPI6_std      ,    7.2381,   17.771,    0.407, 0.686,  -28.577,   43.053
SPI12_std     ,    0.6457,   12.853,    0.050, 0.960,  -25.258,   26.550
SPEI1_std     ,   -6.3107,   19.442,   -0.325, 0.747,  -45.494,   32.872
SPEI3_std     ,    3.1112,   16.085,    0.193, 0.848,  -29.306,   35.528
SPEI6_std     ,   -5.6660,    8.140,   -0.696, 0.490,  -22.072,   10.740
SPEI12_std    ,    0.8023,    5.575,    0.144, 0.886,  -10.433,   12.038
SWIA_veg_max  ,    0.6444,    2.513,    0.256, 0.799,   -4.420,    5.709
VICI_veg_max  ,    1.3252,    2.456,    0.540, 0.592,   -3.624,    6.274
SWIA_veg_mean ,   -0.6627,    1.762,   -0.376, 0.709,   -4.213,    2.887
VICI_veg_mean ,   -1.7297,    2.156,   -0.802, 0.427,   -6.075,    2.616
SWIA_veg_min  ,   -0.9251,    1.721,   -0.538, 0.594,   -4.393,    2.543
VICI_veg_min  ,    0.2141,    0.872,    0.246, 0.807,   -1.543,    1.971
SWIA_veg_std  ,   -2.3609,    4.225,   -0.559, 0.579,  -10.875,    6.153
VICI_veg_std  ,   -0.9124,    3.328,   -0.274, 0.785,   -7.620,    5.795
SWIA_veg_count,   -3.0112,   15.050,   -0.200, 0.842,  -33.342,   27.320
VICI_veg_count,    2.8242,    2.699,    1.046, 0.301,   -2.616,    8.264
SWIA_mat_max  ,    1.1706,    3.038,    0.385, 0.702,   -4.951,    7.292
VICI_mat_max  ,    1.9324,    3.953,    0.489, 0.627,   -6.034,    9.899
SWIA_mat_mean ,    0.6016,    0.481,    1.251, 0.217,   -0.367,    1.571
VICI_mat_mean ,   -0.1779,    1.674,   -0.106, 0.916,   -3.552,    3.196
SWIA_mat_min  ,    0.0072,    0.762,    0.009, 0.993,   -1.529,    1.544
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,    0.7619,    1.442,    0.529, 0.600,   -2.143,    3.667
VICI_mat_std  ,   -1.7924,    3.384,   -0.530, 0.599,   -8.613,    5.028
SWIA_mat_count,  -12.0852,   28.369,   -0.426, 0.672,  -69.259,   45.089
VICI_mat_count,  -10.1797,   17.648,   -0.577, 0.567,  -45.747,   25.388
Omnibus:      ,32.432,  Durbin-Watson:     ,   2.187
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  , 163.951
Skew:         , 0.973,  Prob(JB):          ,2.50e-36
Kurtosis:     , 9.562,  Cond. No.          ,1.30e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 6.01e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
