;zones;15;20;25;30;35;40;45;50
0;5;3.8266585706862357e-07;4.0860888662651706e-07;7.758594005664465e-07;7.121308715299706e-07;6.957429367973924e-07;1.377945727293798e-06;2.769511454288672e-06;5.394427122964902e-06
0;10;3.8266585706862357e-07;4.0860888662651706e-07;7.758594005664465e-07;7.121308715299706e-07;6.957429367973924e-07;1.377945727293798e-06;2.769511454288672e-06;5.394427122964902e-06
0;20;3.8266585706862357e-07;4.0860888662651706e-07;7.758594005664465e-07;7.121308715299706e-07;6.957429367973924e-07;1.377945727293798e-06;2.769511454288672e-06;5.394427122964902e-06
0;30;0.0006493592688076621;0.0011082844793980648;0.0011359157887956264;0.0011069096943536064;0.0011108153545108567;0.0018455059546492272;0.0030025207429993455;0.0030025207429993455
0;40;0.0008907559621160055;0.0015219096041053737;0.0015274141226646846;0.0015216779017895217;0.0015260886535054616;0.0025362574491928523;0.004137418244632775;0.004137418244632775
0;50;0.0005238189160069795;0.0009055989393839507;0.0009034093796086287;0.0009062105032895538;0.0009113552466391496;0.0015244311415914522;0.002510527324490896;0.002510527324490896
0;60;0.0005238189160069795;0.0009035049235952522;0.0009167632866164866;0.0009214874657554004;0.0009054565024388974;0.0015227682065817364;0.002510527324490896;0.002510527324490896
0;70;0.0007175880454115258;0.0012422950801993869;0.0012693639813123967;0.0012728617697934674;0.001251825323203455;0.0021242882696399248;0.0020966827776851683;0.003462301963531488
0;80;0.0005238189160069815;0.0009063143722346863;0.0009295338426608564;0.0009106391189724364;0.000919704285997059;0.0015222125695934722;0.002510527324490896;0.002510527324490896
0;90;0.0005238189160069815;0.0009035049235952522;0.0009345519061916172;0.0009076636703582168;0.0009371802614053096;0.0015224564709721963;0.0015212199853416764;0.002510527324490896
0;100;0.0005238189160069815;0.0009035049235952522;0.0009142420405148538;0.000923994102436199;0.0009318540753578853;0.0015268976825099003;0.002510527324490896;0.002510527324490896
0;110;0.0005238189160069795;0.0009035049235952522;0.0009177785063590284;0.0009164974124428294;0.0009124786773597428;0.0009187208868770241;0.0015250460872126648;0.002510527324490896
0;120;0.0007175880454115258;0.0012473786875063669;0.001274180447896618;0.0012509427858126158;0.0012719910903441936;0.0012664729278284237;0.002096402801161726;0.003462301963531488
