zones,15,20,25,30,35,40,45,50
5,-0.005054643,-0.020014157,-0.020014157,-0.020014157,-0.035189939,-0.040105442,-0.025953912,-0.044401308
10,-0.005054643,-0.020014157,-0.020014157,-0.020014157,-0.035189939,-0.040105442,-0.025953912,-0.044401308
20,-0.005054643,-0.020014157,-0.020014157,-0.020014157,-0.035189939,-0.040105442,-0.025953912,-0.044401308
30,0.021315697,0.021315697,0.003127656,0.003127656,0.003127656,-0.015506175,-0.005484635,-0.008014683
40,0.025619478,0.025619478,0.006402223,-0.000454123,-0.000454123,-0.020908758,-0.02706158,-0.003552227
50,0.032663303,0.032663303,0.014692804,0.009007081,0.009007081,-0.010022164,-0.014873882,0.004676022
60,0.032663303,0.032663303,0.014692804,0.009007081,0.009007081,-0.010022164,-0.014873882,-0.014873882
70,0.037638619,0.037638619,0.018665927,0.018665927,0.011896837,0.011896837,-0.026610919,-0.016443905
80,0.032663303,0.032663303,0.014692804,0.009007081,0.009007081,-0.014873882,-0.014937057,-0.016443122
90,0.049968252,0.032663303,0.014692804,0.009007081,0.009007081,0.009007081,-0.019290739,-0.017193973
100,0.032663303,0.032663303,0.014692804,0.009007081,0.009007081,0.009007081,-0.014873882,0.012904593
110,0.032663303,0.032663303,0.014692804,0.014692804,0.009007081,0.009007081,-0.014873882,-0.014842835
120,0.037638619,0.037638619,0.018665927,0.018665927,0.011896837,0.011896837,-0.016042452,-0.014393837
