zones,15,20,25,30,35,40,45,50
5,-0.030009594,-0.034305515,-0.039664899,-0.049843002,-0.049167299,-0.04015962,-0.03053113,-0.017863999
10,-0.030009594,-0.034305515,-0.039664899,-0.049843002,-0.049167299,-0.04015962,-0.03053113,-0.017863999
20,-0.030009594,-0.034305515,-0.039664899,-0.049843002,-0.049167299,-0.04015962,-0.03053113,-0.017863999
30,-0.031215282,-0.035095777,-0.038959549,-0.049844616,-0.047267814,-0.027988065,-0.036191934,-0.036332736
40,-0.024302455,-0.022578064,-0.030339696,-0.036698271,-0.026465702,-0.016680032,-0.01467124,-0.026643171
50,-0.030054386,-0.0251064,-0.037476969,-0.03390545,-0.03565164,-0.028271824,-0.030418437,-0.031149652
60,-0.023661109,-0.031192894,-0.037623505,-0.037486488,-0.041622519,-0.028117454,-0.031409822,-0.016231549
70,-0.023380433,-0.022397295,-0.039520065,-0.016157851,-0.021009667,-0.014167719,-0.024440744,-0.031613439
80,-0.041877719,-0.03521069,-0.002383667,-0.030011253,-0.048627785,-0.024701193,-0.043554618,-0.045540243
90,-0.028136028,-0.027369132,-0.032816032,-0.040849312,-0.02282839,-0.008752076,-0.022029643,-0.015057874
100,-0.023498771,-0.027444327,-0.033153823,-0.035942174,-0.026995528,-0.013782082,-0.008716174,-0.012998571
110,-0.041325391,-0.03442926,-0.041819088,-0.044450646,-0.043704465,-0.041791252,-0.041465955,-0.036436087
120,-0.042706934,-0.034066628,-0.0410666,-0.028399323,-0.031994896,-0.018183489,-0.034804591,-0.044440967
