zones,15,20,25,30,35,40,45,50
5,-0.18376111,-0.174581454,-0.187939325,-0.185740784,-0.184084491,-0.183479434,-0.156855659,-0.153077913
10,-0.18376111,-0.174581454,-0.187939325,-0.185740784,-0.184084491,-0.183479434,-0.156855659,-0.153077913
20,-0.18376111,-0.174581454,-0.187939325,-0.185740784,-0.184084491,-0.183479434,-0.156855659,-0.153077913
30,-0.135353908,-0.167263987,-0.163938677,-0.167372723,-0.146919786,-0.151695366,-0.111435675,-0.11312508
40,-0.156995289,-0.182119596,-0.18353557,-0.196326698,-0.180488048,-0.159255169,-0.117543529,-0.112612962
50,-0.1608215,-0.191298379,-0.183483225,-0.198316112,-0.191548375,-0.182150562,-0.112952471,-0.113584088
60,-0.156103608,-0.180022034,-0.170724791,-0.195014607,-0.189964312,-0.181446034,-0.16105982,-0.168210547
70,-0.189780297,-0.200059933,-0.198464363,-0.193534241,-0.189772522,-0.186689443,-0.111104608,-0.114344784
80,-0.174854937,-0.190253252,-0.181981275,-0.201248326,-0.194848506,-0.187757984,-0.118530487,-0.112085516
90,-0.153648889,-0.160908951,-0.168635583,-0.187373008,-0.182180013,-0.177158,-0.146861034,-0.150503028
100,-0.156157434,-0.167859153,-0.176517915,-0.19857782,-0.184872678,-0.163783276,-0.153128469,-0.160085944
110,-0.185273571,-0.187020887,-0.170136066,-0.187618294,-0.190951433,-0.16426181,-0.133092898,-0.100266639
120,-0.140210383,-0.152127434,-0.143370627,-0.179719444,-0.156562032,-0.158731115,-0.091100985,-0.096134406
