zones,15,20,25,30,35,40,45,50
5,0.012404153,0.012404153,0.012404153,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122
10,0.012404153,0.012404153,0.012404153,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122
20,0.012404153,0.012404153,0.012404153,0.00140122,0.00140122,0.00140122,0.00140122,0.00140122
30,0.012959435,0.012959435,0.012959435,0.012959435,0.012959435,0.012959435,0.012959435,-0.007105175
40,0.018638488,0.018638488,0.018638488,0.018638488,0.018638488,0.018638488,0.018638488,-0.00285798
50,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.001603754
60,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.001603754,0.001603754
70,0.028245126,0.028245126,0.028245126,0.028245126,0.028245126,0.028245126,0.006967861,0.006967861
80,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.001603754
90,0.041875964,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.001603754
100,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.001603754
110,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.021487815,0.001603754,0.001603754
120,0.048734771,0.028245126,0.028245126,0.028245126,0.028245126,0.028245126,0.006967861,0.006967861
