                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.600
Model:           ,OLS             ,  Adj. R-squared:    ,   0.331
Method:          ,Least Squares   ,  F-statistic:       ,   2.229
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.00664 
Time:            ,11:20:23        ,  Log-Likelihood:    , -115.32
No. Observations:,    78          ,  AIC:               ,   294.6
Df Residuals:    ,    46          ,  BIC:               ,   370.0
Df Model:        ,    31          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -1.1616,    2.388,   -0.486, 0.629,   -5.969,    3.645
SPI3_max      ,    5.0756,    6.385,    0.795, 0.431,   -7.777,   17.928
SPI6_max      ,   -7.6827,    5.659,   -1.358, 0.181,  -19.075,    3.709
SPI12_max     ,    7.7804,    4.695,    1.657, 0.104,   -1.669,   17.230
SPEI1_max     ,    6.3505,    4.913,    1.293, 0.203,   -3.539,   16.240
SPEI3_max     ,   -9.4683,   13.080,   -0.724, 0.473,  -35.797,   16.861
SPEI6_max     ,   -2.1312,    6.529,   -0.326, 0.746,  -15.274,   11.012
SPEI12_max    ,  -13.4392,    4.987,   -2.695, 0.010,  -23.477,   -3.401
SPI1_median   ,   -4.3334,    9.443,   -0.459, 0.648,  -23.342,   14.675
SPI3_median   ,   -4.3522,   10.131,   -0.430, 0.670,  -24.746,   16.041
SPI6_median   ,    1.3153,    5.447,    0.241, 0.810,   -9.649,   12.280
SPI12_median  ,    0.9174,    7.647,    0.120, 0.905,  -14.475,   16.309
SPEI1_median  ,   -2.4264,    8.551,   -0.284, 0.778,  -19.639,   14.786
SPEI3_median  ,   11.4923,   10.323,    1.113, 0.271,   -9.286,   32.271
SPEI6_median  ,    0.9927,    6.083,    0.163, 0.871,  -11.253,   13.238
SPEI12_median ,   -0.7260,    7.241,   -0.100, 0.921,  -15.301,   13.849
SPI1_min      ,   -1.5929,    2.036,   -0.782, 0.438,   -5.692,    2.506
SPI3_min      ,    2.2790,    2.680,    0.850, 0.400,   -3.116,    7.674
SPI6_min      ,   -1.4905,    4.044,   -0.369, 0.714,   -9.630,    6.649
SPI12_min     ,   -1.5094,    3.289,   -0.459, 0.648,   -8.131,    5.112
SPEI1_min     ,    1.3488,    4.127,    0.327, 0.745,   -6.958,    9.656
SPEI3_min     ,    1.9911,    3.740,    0.532, 0.597,   -5.537,    9.519
SPEI6_min     ,   -4.5597,    4.783,   -0.953, 0.345,  -14.187,    5.068
SPEI12_min    ,    1.5584,    4.840,    0.322, 0.749,   -8.183,   11.300
SPI1_std      ,   -4.9892,    5.814,   -0.858, 0.395,  -16.693,    6.714
SPI3_std      ,    3.5951,    7.545,    0.476, 0.636,  -11.592,   18.782
SPI6_std      ,    1.0824,    9.578,    0.113, 0.911,  -18.197,   20.361
SPI12_std     ,   -1.5546,    9.170,   -0.170, 0.866,  -20.014,   16.904
SPEI1_std     ,    2.2421,    7.199,    0.311, 0.757,  -12.249,   16.734
SPEI3_std     ,   -1.4876,    4.002,   -0.372, 0.712,   -9.543,    6.567
SPEI6_std     ,    0.2974,    7.902,    0.038, 0.970,  -15.608,   16.202
SPEI12_std    ,   -9.3885,   10.874,   -0.863, 0.392,  -31.277,   12.500
VICI_veg_max  ,   -0.0255,    0.113,   -0.226, 0.822,   -0.252,    0.201
VICI_veg_mean ,    0.0179,    0.031,    0.576, 0.568,   -0.045,    0.080
VICI_veg_min  ,    0.0084,    0.131,    0.064, 0.949,   -0.256,    0.273
VICI_veg_std  ,    0.0098,    0.221,    0.044, 0.965,   -0.434,    0.454
VICI_veg_count,   -0.0841,    0.517,   -0.163, 0.871,   -1.125,    0.956
VICI_mat_max  ,   -0.0200,    0.052,   -0.387, 0.701,   -0.124,    0.084
VICI_mat_mean ,   -0.0022,    0.006,   -0.387, 0.701,   -0.014,    0.009
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
VICI_mat_std  ,   -0.0067,    0.017,   -0.387, 0.701,   -0.041,    0.028
VICI_mat_count,   -0.0008,    0.002,   -0.387, 0.701,   -0.005,    0.003
Omnibus:      ,11.134,  Durbin-Watson:     ,   2.157
Prob(Omnibus):, 0.004,  Jarque-Bera (JB):  ,  28.895
Skew:         , 0.226,  Prob(JB):          ,5.32e-07
Kurtosis:     , 5.947,  Cond. No.          ,1.34e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 2.44e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
