                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.661
Model:           ,OLS             ,  Adj. R-squared:    ,   0.384
Method:          ,Least Squares   ,  F-statistic:       ,   2.392
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.00346 
Time:            ,11:05:36        ,  Log-Likelihood:    , -157.33
No. Observations:,    79          ,  AIC:               ,   386.7
Df Residuals:    ,    43          ,  BIC:               ,   472.0
Df Model:        ,    35          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -0.2813,    3.178,   -0.088, 0.930,   -6.691,    6.128
SPI3_max      ,   -4.6400,   11.841,   -0.392, 0.697,  -28.520,   19.240
SPI6_max      ,   -0.3633,   15.572,   -0.023, 0.981,  -31.767,   31.040
SPI12_max     ,   -3.4566,   12.390,   -0.279, 0.782,  -28.443,   21.530
SPEI1_max     ,    1.8469,    6.511,    0.284, 0.778,  -11.284,   14.977
SPEI3_max     ,   -3.0008,   10.440,   -0.287, 0.775,  -24.055,   18.054
SPEI6_max     ,    0.8691,    5.901,    0.147, 0.884,  -11.031,   12.769
SPEI12_max    ,    6.2220,   11.046,    0.563, 0.576,  -16.055,   28.499
SPI1_median   ,   -2.7168,   11.473,   -0.237, 0.814,  -25.853,   20.420
SPI3_median   ,    0.9042,    5.415,    0.167, 0.868,  -10.017,   11.826
SPI6_median   ,    1.2351,    3.227,    0.383, 0.704,   -5.273,    7.743
SPI12_median  ,   -0.3000,    3.245,   -0.092, 0.927,   -6.844,    6.244
SPEI1_median  ,   -0.6038,    7.974,   -0.076, 0.940,  -16.685,   15.478
SPEI3_median  ,    3.7493,   21.576,    0.174, 0.863,  -39.763,   47.262
SPEI6_median  ,   -5.2786,   14.552,   -0.363, 0.719,  -34.625,   24.067
SPEI12_median ,   -3.5578,    8.664,   -0.411, 0.683,  -21.031,   13.915
SPI1_min      ,   -0.1258,    1.457,   -0.086, 0.932,   -3.064,    2.812
SPI3_min      ,   -0.1377,    4.642,   -0.030, 0.976,   -9.500,    9.224
SPI6_min      ,    1.1319,   14.895,    0.076, 0.940,  -28.906,   31.170
SPI12_min     ,    4.8137,   18.862,    0.255, 0.800,  -33.225,   42.853
SPEI1_min     ,    2.3050,    6.303,    0.366, 0.716,  -10.407,   15.017
SPEI3_min     ,    1.5289,   17.668,    0.087, 0.931,  -34.101,   37.159
SPEI6_min     ,   -0.6218,    5.327,   -0.117, 0.908,  -11.365,   10.122
SPEI12_min    ,   -0.0017,   12.824,   -0.000, 1.000,  -25.864,   25.861
SPI1_std      ,    0.2388,    4.476,    0.053, 0.958,   -8.789,    9.266
SPI3_std      ,    0.2736,   11.455,    0.024, 0.981,  -22.828,   23.375
SPI6_std      ,    2.4194,   36.304,    0.067, 0.947,  -70.794,   75.633
SPI12_std     ,    9.3585,   25.018,    0.374, 0.710,  -41.096,   59.813
SPEI1_std     ,    2.5888,   11.303,    0.229, 0.820,  -20.207,   25.384
SPEI3_std     ,    6.8300,   25.270,    0.270, 0.788,  -44.133,   57.793
SPEI6_std     ,   -0.5618,   13.111,   -0.043, 0.966,  -27.003,   25.879
SPEI12_std    ,   -7.4032,   26.508,   -0.279, 0.781,  -60.862,   46.055
VICI_veg_max  ,   -0.0062,    1.000,   -0.006, 0.995,   -2.023,    2.010
VICI_veg_mean ,    0.0366,    0.715,    0.051, 0.959,   -1.406,    1.479
VICI_veg_min  ,    0.0106,    0.467,    0.023, 0.982,   -0.932,    0.953
VICI_veg_std  ,    0.0368,    1.142,    0.032, 0.974,   -2.266,    2.340
VICI_veg_count,   -0.1791,   10.771,   -0.017, 0.987,  -21.900,   21.542
VICI_mat_max  ,    0.4541,   10.350,    0.044, 0.965,  -20.418,   21.326
VICI_mat_mean ,   -0.1919,    3.952,   -0.049, 0.961,   -8.162,    7.778
VICI_mat_min  ,    0.1010,    2.291,    0.044, 0.965,   -4.520,    4.722
VICI_mat_std  ,   -1.0445,   21.078,   -0.050, 0.961,  -43.552,   41.463
VICI_mat_count,    0.2363,    7.917,    0.030, 0.976,  -15.730,   16.203
Omnibus:      , 6.635,  Durbin-Watson:     ,   2.207
Prob(Omnibus):, 0.036,  Jarque-Bera (JB):  ,  11.565
Skew:         , 0.036,  Prob(JB):          , 0.00308
Kurtosis:     , 4.873,  Cond. No.          ,1.42e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 1.16e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
