                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.659
Model:           ,OLS             ,  Adj. R-squared:    ,   0.423
Method:          ,Least Squares   ,  F-statistic:       ,   2.788
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.000524
Time:            ,10:58:28        ,  Log-Likelihood:    , -165.39
No. Observations:,    84          ,  AIC:               ,   400.8
Df Residuals:    ,    49          ,  BIC:               ,   485.9
Df Model:        ,    34          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    3.8562,   25.333,    0.152, 0.880,  -47.052,   54.765
SPI3_max      ,   -4.4153,   38.483,   -0.115, 0.909,  -81.750,   72.919
SPI6_max      ,  -10.4617,   18.406,   -0.568, 0.572,  -47.450,   26.527
SPI12_max     ,    1.4058,   13.861,    0.101, 0.920,  -26.450,   29.262
SPEI1_max     ,   -5.6138,   24.659,   -0.228, 0.821,  -55.168,   43.940
SPEI3_max     ,   -0.5932,   44.336,   -0.013, 0.989,  -89.691,   88.504
SPEI6_max     ,   -2.0188,   13.728,   -0.147, 0.884,  -29.607,   25.569
SPEI12_max    ,   11.1755,   21.314,    0.524, 0.602,  -31.656,   54.007
SPI1_median   ,    2.6616,   34.175,    0.078, 0.938,  -66.015,   71.339
SPI3_median   ,    2.1080,    4.175,    0.505, 0.616,   -6.283,   10.499
SPI6_median   ,   -0.0732,    2.993,   -0.024, 0.981,   -6.088,    5.941
SPI12_median  ,    1.1814,    1.751,    0.675, 0.503,   -2.336,    4.699
SPEI1_median  ,   -0.3719,   22.644,   -0.016, 0.987,  -45.877,   45.133
SPEI3_median  ,    8.5612,   18.316,    0.467, 0.642,  -28.246,   45.369
SPEI6_median  ,   -4.3177,   14.110,   -0.306, 0.761,  -32.673,   24.037
SPEI12_median ,   -3.0202,    9.548,   -0.316, 0.753,  -22.207,   16.167
SPI1_min      ,   -3.8354,   21.073,   -0.182, 0.856,  -46.183,   38.512
SPI3_min      ,   -1.9684,   17.311,   -0.114, 0.910,  -36.757,   32.820
SPI6_min      ,    9.8392,   15.252,    0.645, 0.522,  -20.811,   40.490
SPI12_min     ,   -0.6597,   12.774,   -0.052, 0.959,  -26.331,   25.011
SPEI1_min     ,    8.5551,   16.105,    0.531, 0.598,  -23.809,   40.920
SPEI3_min     ,   -7.3923,   37.258,   -0.198, 0.844,  -82.266,   67.481
SPEI6_min     ,    5.8397,   25.175,    0.232, 0.818,  -44.751,   56.430
SPEI12_min    ,   -4.7324,   34.906,   -0.136, 0.893,  -74.879,   65.415
SPI1_std      ,  -11.9022,   59.185,   -0.201, 0.841, -130.838,  107.034
SPI3_std      ,    5.2261,   46.475,    0.112, 0.911,  -88.169,   98.621
SPI6_std      ,   23.5075,   36.682,    0.641, 0.525,  -50.209,   97.224
SPI12_std     ,    5.4290,   26.303,    0.206, 0.837,  -47.429,   58.287
SPEI1_std     ,   21.1336,   53.901,    0.392, 0.697,  -87.185,  129.452
SPEI3_std     ,  -11.5827,  104.892,   -0.110, 0.913, -222.372,  199.206
SPEI6_std     ,   19.4964,   70.960,    0.275, 0.785, -123.103,  162.096
SPEI12_std    ,  -35.4407,  100.082,   -0.354, 0.725, -236.564,  165.682
VICI_veg_max  ,    1.9787,    3.687,    0.537, 0.594,   -5.431,    9.389
VICI_veg_mean ,    1.1803,    2.439,    0.484, 0.631,   -3.722,    6.083
VICI_veg_min  ,   -0.6848,    1.309,   -0.523, 0.603,   -3.316,    1.946
VICI_veg_std  ,   -4.4208,    8.383,   -0.527, 0.600,  -21.266,   12.425
VICI_veg_count,  -10.8489,   22.569,   -0.481, 0.633,  -56.203,   34.505
VICI_mat_max  ,   -0.9130,    1.746,   -0.523, 0.603,   -4.421,    2.595
VICI_mat_mean ,   -0.3950,    0.755,   -0.523, 0.603,   -1.913,    1.123
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
VICI_mat_std  ,   -0.3548,    0.678,   -0.523, 0.603,   -1.718,    1.008
VICI_mat_count,   -0.0548,    0.105,   -0.523, 0.603,   -0.265,    0.156
Omnibus:      , 7.443,  Durbin-Watson:     ,   2.188
Prob(Omnibus):, 0.024,  Jarque-Bera (JB):  ,  14.362
Skew:         , 0.039,  Prob(JB):          ,0.000761
Kurtosis:     , 5.024,  Cond. No.          ,1.21e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 1.03e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
