                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.638
Model:           ,OLS             ,  Adj. R-squared:    ,   0.352
Method:          ,Least Squares   ,  F-statistic:       ,   2.232
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.00663 
Time:            ,11:17:34        ,  Log-Likelihood:    , -114.59
No. Observations:,    78          ,  AIC:               ,   299.2
Df Residuals:    ,    43          ,  BIC:               ,   381.7
Df Model:        ,    34          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -4.2484,    1.772,   -2.397, 0.021,   -7.823,   -0.674
SPI3_max      ,    4.2430,    7.147,    0.594, 0.556,  -10.171,   18.657
SPI6_max      ,   -1.1566,    5.174,   -0.224, 0.824,  -11.590,    9.277
SPI12_max     ,   14.1915,    7.069,    2.008, 0.051,   -0.064,   28.447
SPEI1_max     ,   -6.0904,    6.196,   -0.983, 0.331,  -18.585,    6.404
SPEI3_max     ,   -6.9133,   13.309,   -0.519, 0.606,  -33.754,   19.927
SPEI6_max     ,    6.0951,   10.744,    0.567, 0.573,  -15.572,   27.762
SPEI12_max    ,   -9.1274,    3.730,   -2.447, 0.019,  -16.650,   -1.605
SPI1_median   ,  -11.8025,    9.867,   -1.196, 0.238,  -31.701,    8.096
SPI3_median   ,   -4.1125,    7.440,   -0.553, 0.583,  -19.116,   10.891
SPI6_median   ,   12.1868,    7.349,    1.658, 0.105,   -2.633,   27.007
SPI12_median  ,   -3.1211,    8.912,   -0.350, 0.728,  -21.094,   14.851
SPEI1_median  ,    6.9630,    6.988,    0.996, 0.325,   -7.129,   21.055
SPEI3_median  ,   11.0545,    9.586,    1.153, 0.255,   -8.277,   30.386
SPEI6_median  ,   -6.7697,    9.084,   -0.745, 0.460,  -25.090,   11.550
SPEI12_median ,    7.6226,    9.932,    0.768, 0.447,  -12.406,   27.651
SPI1_min      ,    2.5243,    2.148,    1.175, 0.246,   -1.807,    6.855
SPI3_min      ,   -4.0364,    3.732,   -1.082, 0.285,  -11.563,    3.490
SPI6_min      ,   -6.8155,    3.651,   -1.867, 0.069,  -14.178,    0.547
SPI12_min     ,   -9.0553,    6.284,   -1.441, 0.157,  -21.729,    3.618
SPEI1_min     ,   14.5059,    7.705,    1.883, 0.067,   -1.033,   30.045
SPEI3_min     ,   -6.8730,    4.886,   -1.407, 0.167,  -16.726,    2.980
SPEI6_min     ,   -1.5732,    5.452,   -0.289, 0.774,  -12.569,    9.422
SPEI12_min    ,  -13.0393,   10.285,   -1.268, 0.212,  -33.780,    7.702
SPI1_std      ,    8.4606,    6.373,    1.327, 0.191,   -4.392,   21.314
SPI3_std      ,  -19.6588,   13.500,   -1.456, 0.153,  -46.885,    7.567
SPI6_std      ,  -14.9525,    9.009,   -1.660, 0.104,  -33.120,    3.215
SPI12_std     ,  -18.8411,   12.309,   -1.531, 0.133,  -43.665,    5.982
SPEI1_std     ,   30.1697,   16.567,    1.821, 0.076,   -3.240,   63.580
SPEI3_std     ,    5.3590,    3.246,    1.651, 0.106,   -1.186,   11.904
SPEI6_std     ,    0.0715,    6.042,    0.012, 0.991,  -12.114,   12.257
SPEI12_std    ,  -32.3095,   23.517,   -1.374, 0.177,  -79.737,   15.118
VICI_veg_max  ,   -0.0442,    0.153,   -0.289, 0.774,   -0.353,    0.265
VICI_veg_mean ,   -0.0146,    0.063,   -0.232, 0.818,   -0.142,    0.113
VICI_veg_min  ,    0.0009,    0.162,    0.006, 0.996,   -0.325,    0.327
VICI_veg_std  ,    0.0518,    0.305,    0.170, 0.866,   -0.564,    0.667
VICI_veg_count,    0.5799,    1.319,    0.440, 0.662,   -2.081,    3.241
VICI_mat_max  ,   -0.1059,    0.573,   -0.185, 0.854,   -1.262,    1.050
VICI_mat_mean ,   -2.4822,   13.003,   -0.191, 0.850,  -28.706,   23.742
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
VICI_mat_std  ,    0.8663,    4.179,    0.207, 0.837,   -7.561,    9.294
VICI_mat_count,    4.1366,   20.569,    0.201, 0.842,  -37.345,   45.618
Omnibus:      ,11.868,  Durbin-Watson:     ,   2.147
Prob(Omnibus):, 0.003,  Jarque-Bera (JB):  ,  33.175
Skew:         , 0.231,  Prob(JB):          ,6.25e-08
Kurtosis:     , 6.161,  Cond. No.          ,1.39e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 2.63e-27. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
