                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.364
Model:           ,OLS             ,  Adj. R-squared:    ,  -0.010
Method:          ,Least Squares   ,  F-statistic:       ,  0.9728
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):, 0.527  
Time:            ,11:54:30        ,  Log-Likelihood:    , -158.82
No. Observations:,   101          ,  AIC:               ,   393.6
Df Residuals:    ,    63          ,  BIC:               ,   493.0
Df Model:        ,    37          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -0.6093,    3.383,   -0.180, 0.858,   -7.369,    6.150
SPI3_max      ,  -16.9928,   15.465,   -1.099, 0.276,  -47.897,   13.912
SPI6_max      ,    6.4900,   23.334,    0.278, 0.782,  -40.140,   53.120
SPI12_max     ,    7.4043,    9.850,    0.752, 0.455,  -12.280,   27.088
SPEI1_max     ,    7.4912,   10.569,    0.709, 0.481,  -13.629,   28.612
SPEI3_max     ,   39.1432,   54.374,    0.720, 0.474,  -69.514,  147.801
SPEI6_max     ,  -46.2113,   80.672,   -0.573, 0.569, -207.422,  114.999
SPEI12_max    ,  -36.8197,   58.908,   -0.625, 0.534, -154.537,   80.898
SPI1_median   ,    4.1679,   10.823,    0.385, 0.701,  -17.461,   25.797
SPI3_median   ,    0.2330,    8.775,    0.027, 0.979,  -17.302,   17.768
SPI6_median   ,    2.6313,    5.871,    0.448, 0.656,   -9.102,   14.364
SPI12_median  ,    0.9075,    1.399,    0.649, 0.519,   -1.889,    3.704
SPEI1_median  ,   -2.3100,    7.684,   -0.301, 0.765,  -17.664,   13.044
SPEI3_median  ,  -23.6778,   38.049,   -0.622, 0.536,  -99.713,   52.357
SPEI6_median  ,   -8.8601,    6.099,   -1.453, 0.151,  -21.049,    3.329
SPEI12_median ,   -2.4633,   13.804,   -0.178, 0.859,  -30.048,   25.122
SPI1_min      ,    0.8779,    5.235,    0.168, 0.867,   -9.583,   11.339
SPI3_min      ,   11.8660,   18.619,    0.637, 0.526,  -25.341,   49.073
SPI6_min      ,  -15.1067,   31.696,   -0.477, 0.635,  -78.445,   48.232
SPI12_min     ,   -2.7554,    5.264,   -0.523, 0.603,  -13.274,    7.764
SPEI1_min     ,  -19.9184,   19.973,   -0.997, 0.322,  -59.832,   19.995
SPEI3_min     ,    7.7054,    8.061,    0.956, 0.343,   -8.404,   23.815
SPEI6_min     ,   56.9778,   95.132,    0.599, 0.551, -133.128,  247.084
SPEI12_min    ,   21.2632,   36.476,    0.583, 0.562,  -51.629,   94.155
SPI1_std      ,    0.7903,   14.303,    0.055, 0.956,  -27.793,   29.373
SPI3_std      ,   31.5766,   48.873,    0.646, 0.521,  -66.088,  129.241
SPI6_std      ,  -37.3202,   85.138,   -0.438, 0.663, -207.456,  132.815
SPI12_std     ,  -10.7605,   17.950,   -0.599, 0.551,  -46.631,   25.110
SPEI1_std     ,  -18.9200,   21.663,   -0.873, 0.386,  -62.209,   24.369
SPEI3_std     ,  -24.7462,   49.979,   -0.495, 0.622, -124.621,   75.129
SPEI6_std     ,   99.3971,  176.698,    0.563, 0.576, -253.707,  452.501
SPEI12_std    ,   55.9236,   92.204,    0.607, 0.546, -128.330,  240.178
VICI_veg_max  ,    0.7327,    0.951,    0.770, 0.444,   -1.168,    2.633
VICI_veg_mean ,    0.6893,    0.868,    0.794, 0.430,   -1.045,    2.424
VICI_veg_min  , 1.523e-13, 2.72e-13,    0.559, 0.578,-3.92e-13, 6.97e-13
VICI_veg_std  ,   -2.3043,    2.965,   -0.777, 0.440,   -8.228,    3.620
VICI_veg_count,    0.2517,    1.006,    0.250, 0.803,   -1.758,    2.261
VICI_mat_max  ,    3.6193,    5.678,    0.637, 0.526,   -7.727,   14.965
VICI_mat_mean ,   -1.2769,    1.721,   -0.742, 0.461,   -4.715,    2.161
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
VICI_mat_std  ,   -6.6373,   10.360,   -0.641, 0.524,  -27.341,   14.066
VICI_mat_count,    6.9634,   10.992,    0.633, 0.529,  -15.003,   28.930
Omnibus:      ,25.578,  Durbin-Watson:     ,   2.429
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  58.659
Skew:         ,-0.921,  Prob(JB):          ,1.83e-13
Kurtosis:     , 6.248,  Cond. No.          ,3.55e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 1.13e-28. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
