                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.661
Model:           ,OLS             ,  Adj. R-squared:    ,   0.424
Method:          ,Least Squares   ,  F-statistic:       ,   2.797
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):,0.000718
Time:            ,11:04:19        ,  Log-Likelihood:    , -157.35
No. Observations:,    79          ,  AIC:               ,   380.7
Df Residuals:    ,    46          ,  BIC:               ,   458.9
Df Model:        ,    32          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -0.6361,    1.966,   -0.324, 0.748,   -4.593,    3.321
SPI3_max      ,   -5.3612,    9.386,   -0.571, 0.571,  -24.254,   13.532
SPI6_max      ,   -0.1179,    4.486,   -0.026, 0.979,   -9.147,    8.911
SPI12_max     ,   -2.9951,    4.340,   -0.690, 0.494,  -11.732,    5.742
SPEI1_max     ,    3.9803,    7.670,    0.519, 0.606,  -11.458,   19.418
SPEI3_max     ,   -2.0436,    9.251,   -0.221, 0.826,  -20.664,   16.577
SPEI6_max     ,    1.2787,    3.330,    0.384, 0.703,   -5.424,    7.981
SPEI12_max    ,    5.8293,    4.198,    1.389, 0.172,   -2.620,   14.279
SPI1_median   ,   -2.2934,    2.224,   -1.031, 0.308,   -6.771,    2.184
SPI3_median   ,    0.7205,    4.343,    0.166, 0.869,   -8.022,    9.463
SPI6_median   ,    1.1187,    1.937,    0.578, 0.566,   -2.780,    5.017
SPI12_median  ,   -0.3810,    1.967,   -0.194, 0.847,   -4.340,    3.578
SPEI1_median  ,   -1.1718,    2.423,   -0.484, 0.631,   -6.049,    3.706
SPEI3_median  ,    3.3433,   13.851,    0.241, 0.810,  -24.538,   31.224
SPEI6_median  ,   -4.1391,   11.628,   -0.356, 0.723,  -27.545,   19.266
SPEI12_median ,   -4.0404,    9.691,   -0.417, 0.679,  -23.547,   15.466
SPI1_min      ,    0.0396,    1.771,    0.022, 0.982,   -3.525,    3.604
SPI3_min      ,    0.4926,    2.856,    0.173, 0.864,   -5.256,    6.241
SPI6_min      ,    0.3155,    3.553,    0.089, 0.930,   -6.836,    7.467
SPI12_min     ,    4.7374,    5.886,    0.805, 0.425,   -7.111,   16.586
SPEI1_min     ,    1.2216,    4.806,    0.254, 0.800,   -8.453,   10.896
SPEI3_min     ,    1.4040,    5.470,    0.257, 0.799,   -9.606,   12.414
SPEI6_min     ,   -1.3974,    4.411,   -0.317, 0.753,  -10.275,    7.481
SPEI12_min    ,   -0.7409,    5.279,   -0.140, 0.889,  -11.366,    9.885
SPI1_std      ,    0.8395,    5.345,    0.157, 0.876,   -9.920,   11.599
SPI3_std      ,    0.2519,    7.722,    0.033, 0.974,  -15.291,   15.795
SPI6_std      ,    1.2238,    9.439,    0.130, 0.897,  -17.777,   20.224
SPI12_std     ,    8.4277,   10.287,    0.819, 0.417,  -12.279,   29.134
SPEI1_std     ,   -1.0141,   13.757,   -0.074, 0.942,  -28.706,   26.678
SPEI3_std     ,    4.9937,   12.497,    0.400, 0.691,  -20.161,   30.149
SPEI6_std     ,   -2.4441,    9.660,   -0.253, 0.801,  -21.888,   17.000
SPEI12_std    ,   -7.2175,   14.053,   -0.514, 0.610,  -35.505,   21.070
VICI_veg_max  ,   -0.1000,    0.809,   -0.124, 0.902,   -1.728,    1.529
VICI_veg_mean ,   -0.2251,    0.970,   -0.232, 0.818,   -2.177,    1.727
VICI_veg_min  ,    0.0493,    0.449,    0.110, 0.913,   -0.854,    0.953
VICI_veg_std  ,    0.2568,    2.017,    0.127, 0.899,   -3.803,    4.317
VICI_veg_count,    2.9578,   12.188,    0.243, 0.809,  -21.575,   27.490
VICI_mat_max  ,    0.0575,    0.524,    0.110, 0.913,   -0.997,    1.112
VICI_mat_mean ,    0.0148,    0.135,    0.110, 0.913,   -0.256,    0.286
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
VICI_mat_std  ,    0.0216,    0.197,    0.110, 0.913,   -0.374,    0.418
VICI_mat_count,    0.0043,    0.039,    0.110, 0.913,   -0.074,    0.083
Omnibus:      , 6.630,  Durbin-Watson:     ,   2.206
Prob(Omnibus):, 0.036,  Jarque-Bera (JB):  ,  11.543
Skew:         , 0.038,  Prob(JB):          , 0.00312
Kurtosis:     , 4.871,  Cond. No.          ,1.20e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 9.25e-28. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
