                      OLS Regression Results                     
Dep. Variable:   ,yield           ,  R-squared:         ,   0.411
Model:           ,OLS             ,  Adj. R-squared:    ,   0.013
Method:          ,Least Squares   ,  F-statistic:       ,   1.034
Date:            ,Thu, 23 Apr 2026,  Prob (F-statistic):, 0.451  
Time:            ,12:04:46        ,  Log-Likelihood:    , -119.36
No. Observations:,    78          ,  AIC:               ,   302.7
Df Residuals:    ,    46          ,  BIC:               ,   378.1
Df Model:        ,    31          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    0.7255,    1.251,    0.580, 0.565,   -1.792,    3.243
SPI3_max      ,   -2.2427,    4.362,   -0.514, 0.610,  -11.024,    6.538
SPI6_max      ,   -1.6396,    7.222,   -0.227, 0.821,  -16.177,   12.898
SPI12_max     ,    1.8277,    4.662,    0.392, 0.697,   -7.557,   11.212
SPEI1_max     ,   -0.9732,    7.562,   -0.129, 0.898,  -16.195,   14.249
SPEI3_max     ,    0.8196,    3.910,    0.210, 0.835,   -7.050,    8.690
SPEI6_max     ,    1.5821,    3.628,    0.436, 0.665,   -5.721,    8.885
SPEI12_max    ,   -4.4095,   15.550,   -0.284, 0.778,  -35.710,   26.891
SPI1_median   ,   -0.4853,    2.919,   -0.166, 0.869,   -6.360,    5.390
SPI3_median   ,    0.1884,    4.106,    0.046, 0.964,   -8.076,    8.453
SPI6_median   ,   -0.8469,    1.129,   -0.750, 0.457,   -3.120,    1.426
SPI12_median  ,    0.1951,    0.638,    0.306, 0.761,   -1.090,    1.480
SPEI1_median  ,   -2.6575,    5.207,   -0.510, 0.612,  -13.138,    7.823
SPEI3_median  ,    2.6645,    4.178,    0.638, 0.527,   -5.745,   11.074
SPEI6_median  ,    0.2677,    9.365,    0.029, 0.977,  -18.583,   19.118
SPEI12_median ,   -1.3173,    5.485,   -0.240, 0.811,  -12.358,    9.724
SPI1_min      ,   -0.0466,    1.303,   -0.036, 0.972,   -2.669,    2.576
SPI3_min      ,   -0.2752,    2.975,   -0.092, 0.927,   -6.263,    5.713
SPI6_min      ,    0.6344,    2.585,    0.245, 0.807,   -4.568,    5.837
SPI12_min     ,   -0.6485,    2.078,   -0.312, 0.756,   -4.831,    3.534
SPEI1_min     ,   -0.7337,    2.592,   -0.283, 0.778,   -5.952,    4.485
SPEI3_min     ,    1.7567,    8.279,    0.212, 0.833,  -14.907,   18.421
SPEI6_min     ,    0.9068,    7.139,    0.127, 0.899,  -13.464,   15.278
SPEI12_min    ,    1.0839,    5.297,    0.205, 0.839,   -9.579,   11.747
SPI1_std      ,   -0.3505,    3.330,   -0.105, 0.917,   -7.053,    6.352
SPI3_std      ,   -0.6311,    7.881,   -0.080, 0.937,  -16.495,   15.233
SPI6_std      ,    1.8526,    6.221,    0.298, 0.767,  -10.669,   14.374
SPI12_std     ,   -1.1123,    2.645,   -0.420, 0.676,   -6.437,    4.213
SPEI1_std     ,   -2.3132,   10.183,   -0.227, 0.821,  -22.811,   18.185
SPEI3_std     ,    3.3289,   12.509,    0.266, 0.791,  -21.851,   28.509
SPEI6_std     ,    0.9457,    3.197,    0.296, 0.769,   -5.489,    7.380
SPEI12_std    ,   -1.3644,    4.622,   -0.295, 0.769,  -10.668,    7.939
VICI_veg_max  ,    0.2865,    0.507,    0.565, 0.575,   -0.735,    1.308
VICI_veg_mean ,    0.0128,    0.159,    0.080, 0.936,   -0.307,    0.333
VICI_veg_min  ,   -1.2433,    5.023,   -0.248, 0.806,  -11.353,    8.867
VICI_veg_std  ,   -0.7671,    1.149,   -0.668, 0.508,   -3.080,    1.545
VICI_veg_count,    0.5275,    0.861,    0.613, 0.543,   -1.205,    2.260
VICI_mat_max  ,    0.1296,    1.769,    0.073, 0.942,   -3.432,    3.691
VICI_mat_mean ,    0.9520,    4.944,    0.193, 0.848,   -8.999,   10.903
VICI_mat_min  ,   -1.2433,    5.023,   -0.248, 0.806,  -11.353,    8.867
VICI_mat_std  ,   -0.8876,    2.326,   -0.382, 0.705,   -5.570,    3.795
VICI_mat_count,    0.2400,    0.976,    0.246, 0.807,   -1.725,    2.205
Omnibus:      ,23.826,  Durbin-Watson:     ,   2.464
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  58.179
Skew:         ,-0.970,  Prob(JB):          ,2.33e-13
Kurtosis:     , 6.760,  Cond. No.          ,1.51e+16

Notes:
[1] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[2] The smallest eigenvalue is 9.92e-28. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
