zones,15,20,25,30,35,40,45,50
5,0.058701301,0.109069772,0.114006387,0.107649418,0.090396454,0.037336192,0.040386456,0.053998039
10,0.058701301,0.109069772,0.114006387,0.107649418,0.090396454,0.037336192,0.040386456,0.053998039
20,0.058701301,0.109069772,0.114006387,0.107649418,0.090396454,0.037336192,0.040386456,0.053998039
30,0.019641059,0.035509323,0.045287935,0.033184502,0.046002933,0.034743962,0.011293348,0.032118409
40,0.050063695,0.053403929,0.069361456,0.074669641,0.076859277,0.082008042,0.05454081,0.053823463
50,0.059019291,0.049278026,0.048110712,0.062616176,0.077834961,0.064554646,0.050715701,0.058702507
60,0.042249798,0.064706421,0.067296992,0.068178213,0.076744457,0.080017422,0.065877219,0.060134968
70,0.035979987,0.042142131,0.04775598,0.063031566,0.067547424,0.047895019,0.027521984,0.028377503
80,0.031944572,0.050281732,0.065379836,0.066914021,0.080136292,0.076234954,0.027461106,0.033089664
90,0.042689049,0.030319693,0.022452673,0.027244277,0.039568055,0.039037702,0.013101628,0.019212268
100,0.001520832,-0.002380086,0.01928538,0.019726356,0.031245669,0.016502756,-0.002410259,0.001648519
110,0.075380617,0.067820239,0.04412883,0.061414239,0.101146216,0.080165987,0.013919437,0.013625439
120,0.068075339,0.069515245,0.060629034,0.05977986,0.078370715,0.08174595,0.05259882,0.047899623
