zones,15,20,25,30,35,40,45,50
5,-0.090439679,-0.092022963,-0.089596693,-0.090226199,-0.081938957,-0.073116966,-0.072609123,-0.073439512
10,-0.090439679,-0.092067712,-0.089596693,-0.090226199,-0.081938957,-0.073116966,-0.072609123,-0.073439512
20,-0.090439679,-0.092067712,-0.089596693,-0.090226199,-0.081938957,-0.073116966,-0.072609123,-0.073439512
30,-0.089529577,-0.095216843,-0.080623586,-0.081042073,-0.081010055,-0.084804049,-0.08772977,-0.089606698
40,-0.085905923,-0.072948794,-0.072026609,-0.071257362,-0.06888927,-0.068017491,-0.064078374,-0.070280311
50,-0.092659946,-0.071531447,-0.072043391,-0.072520376,-0.065613013,-0.071659897,-0.068370858,-0.068949572
60,-0.09627287,-0.085283672,-0.082868775,-0.080755547,-0.073393144,-0.078299561,-0.07535354,-0.078362565
70,-0.070302531,-0.059963112,-0.062926417,-0.064890801,-0.059787858,-0.069273299,-0.062941605,-0.064969228
80,-0.085402054,-0.074368667,-0.070152199,-0.066435408,-0.065328708,-0.060762226,-0.060907781,-0.054876191
90,-0.096660585,-0.09590541,-0.086025234,-0.083182916,-0.079329091,-0.076157088,-0.073106271,-0.07439563
100,-0.094185022,-0.095808338,-0.084891074,-0.080396093,-0.077280589,-0.073069603,-0.070972804,-0.076724571
110,-0.066432265,-0.062728363,-0.069348698,-0.064429153,-0.056159104,-0.048662064,-0.061528906,-0.0696053
120,-0.093467099,-0.099567527,-0.088613508,-0.079224871,-0.070299507,-0.065426987,-0.078647706,-0.07895073
