                          OLS Regression Results                          
Dep. Variable:   ,yield           ,  R-squared (uncentered):     ,   0.538
Model:           ,OLS             ,  Adj. R-squared (uncentered):,   0.460
Method:          ,Least Squares   ,  F-statistic:                ,   6.843
Date:            ,Fri, 24 Apr 2026,  Prob (F-statistic):         ,1.50e-09
Time:            ,12:09:00        ,  Log-Likelihood:             , -238.07
No. Observations:,   103          ,  AIC:                        ,   506.1
Df Residuals:    ,    88          ,  BIC:                        ,   545.7
Df Model:        ,    15          ,                              ,        
Covariance Type: ,nonrobust       ,                              ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SWIA_veg_max  ,    0.2267,    0.505,    0.449, 0.655,   -0.777,    1.230
VICI_veg_max  ,   -0.0767,    0.098,   -0.783, 0.436,   -0.271,    0.118
SWIA_veg_mean ,    0.4217,    0.497,    0.848, 0.399,   -0.567,    1.410
VICI_veg_mean ,   -0.1290,    0.126,   -1.027, 0.307,   -0.378,    0.121
SWIA_veg_min  ,   -0.5661,    0.934,   -0.606, 0.546,   -2.423,    1.290
VICI_veg_min  ,    0.0284,    0.043,    0.654, 0.515,   -0.058,    0.115
SWIA_veg_std  ,   -0.6041,    1.287,   -0.470, 0.640,   -3.161,    1.953
VICI_veg_std  ,    0.1313,    0.196,    0.671, 0.504,   -0.257,    0.520
SWIA_veg_count,   -1.0453,    1.714,   -0.610, 0.544,   -4.452,    2.362
VICI_veg_count,    1.6144,    1.609,    1.004, 0.318,   -1.583,    4.811
SWIA_mat_max  ,   -0.1298,    0.060,   -2.150, 0.034,   -0.250,   -0.010
VICI_mat_max  ,    0.0284,    0.043,    0.654, 0.515,   -0.058,    0.115
SWIA_mat_mean ,    0.0031,    0.043,    0.072, 0.943,   -0.083,    0.089
VICI_mat_mean ,    0.0150,    0.023,    0.654, 0.515,   -0.031,    0.061
SWIA_mat_min  ,    0.0973,    0.109,    0.890, 0.376,   -0.120,    0.315
VICI_mat_min  ,         0,        0,      nan,   nan,        0,        0
SWIA_mat_std  ,    0.2101,    0.150,    1.405, 0.164,   -0.087,    0.507
VICI_mat_std  ,    0.0119,    0.018,    0.654, 0.515,   -0.024,    0.048
SWIA_mat_count,   -0.1417,    0.662,   -0.214, 0.831,   -1.458,    1.174
VICI_mat_count,    0.0017,    0.003,    0.654, 0.515,   -0.003,    0.007
Omnibus:      ,24.580,  Durbin-Watson:     ,   1.859
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  46.394
Skew:         ,-0.961,  Prob(JB):          ,8.43e-11
Kurtosis:     , 5.668,  Cond. No.          ,1.75e+34

Notes:
[1] R² is computed without centering (uncentered) since the model does not contain a constant.
[2] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[3] The smallest eigenvalue is 3.58e-63. This might indicate that there are
strong multicollinearity problems or that the design matrix is singular.
