;zones;15;20;25;30;35;40;45;50
0;5;2.377968336733291;2.379104627851632;2.3851587424219605;2.351621958366372;2.4026881345726685;2.371376047064006;2.365111976987146;2.3925952376469826
0;10;2.377968336733291;2.379104627851632;2.3851587424219605;2.351621958366372;2.4026881345726685;2.371376047064006;2.365111976987146;2.3925952376469826
0;20;2.377968336733291;2.379104627851632;2.3851587424219605;2.351621958366372;2.4026881345726685;2.371376047064006;2.365111976987146;2.3925952376469826
0;30;2.3916149260192348;2.3662473013440026;2.3775632540903553;2.354113651260779;2.4334693675344914;2.4306600491859336;2.4248979927736176;2.3460616365338245
0;40;2.30728711012727;2.308351198336769;2.2788474351974912;2.335516926939084;2.4360334839929454;2.3376086411771033;2.321331573876721;2.4349445926624007
0;50;2.3294855888699804;2.308134736538873;2.2615683336433685;2.304637244526761;2.4029991380469857;2.3464780062096846;2.31182855260594;2.4626150198639016
0;60;2.402815727033035;2.3035509414787563;2.2982778332920883;2.3180983007064597;2.3868863853274647;2.3657660238351994;2.4021018764981257;2.4162939535072696
0;70;2.270738727745363;2.308526480997658;2.3232604454892924;2.3540290514522835;2.448586282341596;2.4322737099653335;2.3867970204143436;2.391108193721712
0;80;2.4216379554370397;2.3270443166279797;2.2768108056270933;2.4081989543786273;2.4619119773628437;2.4151164936199;2.3421042456456007;2.45314274681207
0;90;2.327307444759532;2.3115488013675227;2.369770547938339;2.2935986415852403;2.3705498117791004;2.340200873669489;2.287175494526506;2.4558812231290132
0;100;2.2781627931053015;2.3102439943049586;2.2544827958150417;2.2802878544030696;2.331244347576275;2.330654722750908;2.302085896278396;2.4968674984369756
0;110;2.295400468565653;2.3032860172284755;2.2695879738992826;2.327122754519958;2.422122343825108;2.351799920824289;2.3459435551197267;2.306371668205032
0;120;2.2928261833374393;2.3066174188798683;2.275980602887018;2.3897593525508176;2.475123016034006;2.404152781525274;2.395303685676005;2.376192798070686
