                          OLS Regression Results                          
Dep. Variable:   ,yield           ,  R-squared (uncentered):     ,   0.367
Model:           ,OLS             ,  Adj. R-squared (uncentered):,   0.003
Method:          ,Least Squares   ,  F-statistic:                ,   1.009
Date:            ,Fri, 24 Apr 2026,  Prob (F-statistic):         , 0.477  
Time:            ,11:21:58        ,  Log-Likelihood:             , -190.03
No. Observations:,   115          ,  AIC:                        ,   464.1
Df Residuals:    ,    73          ,  BIC:                        ,   579.3
Df Model:        ,    42          ,                              ,        
Covariance Type: ,nonrobust       ,                              ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    0.6096,    4.148,    0.147, 0.884,   -7.657,    8.876
SPI3_max      ,   -7.7549,   13.521,   -0.574, 0.568,  -34.702,   19.192
SPI6_max      ,   -4.9994,    5.484,   -0.912, 0.365,  -15.929,    5.931
SPI12_max     ,    3.8207,    4.522,    0.845, 0.401,   -5.191,   12.832
SPEI1_max     ,    4.3516,    5.497,    0.792, 0.431,   -6.605,   15.308
SPEI3_max     ,    1.1532,   12.628,    0.091, 0.927,  -24.013,   26.320
SPEI6_max     ,    1.4390,    7.352,    0.196, 0.845,  -13.214,   16.092
SPEI12_max    ,   -9.3193,   15.347,   -0.607, 0.546,  -39.907,   21.268
SPI1_median   ,   -2.0653,    3.949,   -0.523, 0.603,   -9.937,    5.806
SPI3_median   ,    6.8624,   15.010,    0.457, 0.649,  -23.053,   36.778
SPI6_median   ,   -4.5238,    6.821,   -0.663, 0.509,  -18.118,    9.070
SPI12_median  ,    0.3945,    0.803,    0.491, 0.625,   -1.206,    1.995
SPEI1_median  ,    7.2672,    4.767,    1.524, 0.132,   -2.234,   16.769
SPEI3_median  ,  -12.5936,   13.933,   -0.904, 0.369,  -40.361,   15.174
SPEI6_median  ,    4.6351,    5.773,    0.803, 0.425,   -6.871,   16.141
SPEI12_median ,    1.9009,    6.672,    0.285, 0.777,  -11.395,   15.197
SPI1_min      ,   -3.1635,    5.287,   -0.598, 0.551,  -13.700,    7.373
SPI3_min      ,   -6.0839,    6.317,   -0.963, 0.339,  -18.673,    6.505
SPI6_min      ,   -2.3346,    2.702,   -0.864, 0.390,   -7.719,    3.050
SPI12_min     ,    1.3585,    1.948,    0.697, 0.488,   -2.524,    5.241
SPEI1_min     ,    6.3193,    9.665,    0.654, 0.515,  -12.944,   25.582
SPEI3_min     ,    8.2362,    7.803,    1.056, 0.295,   -7.315,   23.787
SPEI6_min     ,    2.8788,    8.544,    0.337, 0.737,  -14.149,   19.907
SPEI12_min    ,    7.1125,    9.769,    0.728, 0.469,  -12.357,   26.582
SPI1_std      ,   -0.6988,    7.546,   -0.093, 0.926,  -15.739,   14.341
SPI3_std      ,  -16.9684,   16.986,   -0.999, 0.321,  -50.821,   16.884
SPI6_std      ,   -8.1866,    7.467,   -1.096, 0.277,  -23.069,    6.695
SPI12_std     ,    8.0370,    4.704,    1.708, 0.092,   -1.339,   17.413
SPEI1_std     ,   -3.2632,   10.833,   -0.301, 0.764,  -24.854,   18.328
SPEI3_std     ,   27.3238,   26.020,    1.050, 0.297,  -24.535,   79.182
SPEI6_std     ,   12.2162,   20.164,    0.606, 0.546,  -27.971,   52.403
SPEI12_std    ,   26.0426,   34.532,    0.754, 0.453,  -42.779,   94.864
SWIA_veg_max  ,   -0.3958,    0.322,   -1.230, 0.223,   -1.037,    0.245
SWIA_veg_mean ,    0.0840,    0.245,    0.343, 0.733,   -0.404,    0.572
SWIA_veg_min  ,    0.2525,    0.226,    1.119, 0.267,   -0.197,    0.702
SWIA_veg_std  ,    0.5443,    0.449,    1.213, 0.229,   -0.350,    1.438
SWIA_veg_count,   -0.1681,    1.007,   -0.167, 0.868,   -2.174,    1.838
SWIA_mat_max  ,    0.4778,    0.509,    0.939, 0.351,   -0.537,    1.492
SWIA_mat_mean ,    0.0383,    0.130,    0.295, 0.769,   -0.221,    0.298
SWIA_mat_min  ,   -0.2143,    0.213,   -1.005, 0.318,   -0.639,    0.211
SWIA_mat_std  ,   -0.2978,    0.435,   -0.684, 0.496,   -1.165,    0.570
SWIA_mat_count,   -3.3108,    3.438,   -0.963, 0.339,  -10.162,    3.541
Omnibus:      ,27.488,  Durbin-Watson:     ,   1.951
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  62.686
Skew:         , 0.916,  Prob(JB):          ,2.44e-14
Kurtosis:     , 6.119,  Cond. No.          ,3.29e+04

Notes:
[1] R² is computed without centering (uncentered) since the model does not contain a constant.
[2] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[3] The condition number is large, 3.29e+04. This might indicate that there are
strong multicollinearity or other numerical problems.
