                          OLS Regression Results                          
Dep. Variable:   ,yield           ,  R-squared (uncentered):     ,   0.356
Model:           ,OLS             ,  Adj. R-squared (uncentered):,  -0.015
Method:          ,Least Squares   ,  F-statistic:                ,  0.9595
Date:            ,Fri, 24 Apr 2026,  Prob (F-statistic):         , 0.550  
Time:            ,11:13:40        ,  Log-Likelihood:             , -191.08
No. Observations:,   115          ,  AIC:                        ,   466.2
Df Residuals:    ,    73          ,  BIC:                        ,   581.4
Df Model:        ,    42          ,                              ,        
Covariance Type: ,nonrobust       ,                              ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,    4.7264,    5.736,    0.824, 0.413,   -6.706,   16.159
SPI3_max      ,    4.9727,   17.142,    0.290, 0.773,  -29.191,   39.137
SPI6_max      ,   -5.0539,    5.384,   -0.939, 0.351,  -15.785,    5.677
SPI12_max     ,    7.1102,    5.746,    1.237, 0.220,   -4.341,   18.561
SPEI1_max     ,    5.1679,    6.205,    0.833, 0.408,   -7.198,   17.534
SPEI3_max     ,  -16.0641,   19.034,   -0.844, 0.401,  -53.999,   21.871
SPEI6_max     ,   -7.1242,    9.186,   -0.776, 0.441,  -25.433,   11.184
SPEI12_max    ,  -42.1080,   29.026,   -1.451, 0.151,  -99.957,   15.741
SPI1_median   ,   -0.9135,    5.815,   -0.157, 0.876,  -12.504,   10.677
SPI3_median   ,   21.7605,   21.731,    1.001, 0.320,  -21.550,   65.071
SPI6_median   ,   -3.4068,    6.318,   -0.539, 0.591,  -15.998,    9.184
SPI12_median  ,    0.2422,    0.811,    0.299, 0.766,   -1.373,    1.858
SPEI1_median  ,   11.7415,    6.606,    1.777, 0.080,   -1.424,   24.907
SPEI3_median  ,  -35.8948,   25.212,   -1.424, 0.159,  -86.143,   14.353
SPEI6_median  ,    5.6732,    6.968,    0.814, 0.418,   -8.213,   19.560
SPEI12_median ,    3.6403,    8.853,    0.411, 0.682,  -14.004,   21.285
SPI1_min      ,   -9.7053,    7.784,   -1.247, 0.216,  -25.219,    5.809
SPI3_min      ,  -17.1709,   10.323,   -1.663, 0.101,  -37.745,    3.404
SPI6_min      ,   -7.2245,    4.443,   -1.626, 0.108,  -16.079,    1.630
SPI12_min     ,    2.5942,    2.271,    1.143, 0.257,   -1.931,    7.119
SPEI1_min     ,   20.9060,   15.517,    1.347, 0.182,  -10.019,   51.831
SPEI3_min     ,   21.4036,   13.630,    1.570, 0.121,   -5.762,   48.569
SPEI6_min     ,   15.7505,   13.905,    1.133, 0.261,  -11.961,   43.462
SPEI12_min    ,   29.3735,   18.765,    1.565, 0.122,   -8.025,   66.772
SPI1_std      ,   -3.2589,    9.260,   -0.352, 0.726,  -21.714,   15.196
SPI3_std      ,  -46.7219,   26.510,   -1.762, 0.082,  -99.556,    6.112
SPI6_std      ,  -19.9468,   12.018,   -1.660, 0.101,  -43.899,    4.006
SPI12_std     ,    9.3666,    5.275,    1.776, 0.080,   -1.146,   19.879
SPEI1_std     ,  -12.1490,   11.931,   -1.018, 0.312,  -35.927,   11.629
SPEI3_std     ,   69.8427,   41.338,    1.690, 0.095,  -12.544,  152.229
SPEI6_std     ,   42.5680,   35.044,    1.215, 0.228,  -27.274,  112.410
SPEI12_std    ,   98.7263,   57.713,    1.711, 0.091,  -16.295,  213.748
SWIA_veg_max  ,   -0.1073,    0.310,   -0.346, 0.730,   -0.725,    0.511
SWIA_veg_mean ,    0.0827,    0.658,    0.126, 0.900,   -1.228,    1.393
SWIA_veg_min  ,   -0.0505,    0.677,   -0.075, 0.941,   -1.400,    1.299
SWIA_veg_std  ,   -0.0031,    0.999,   -0.003, 0.998,   -1.995,    1.989
SWIA_veg_count,   -0.1864,    1.979,   -0.094, 0.925,   -4.131,    3.759
SWIA_mat_max  ,    0.3117,    0.355,    0.879, 0.382,   -0.395,    1.019
SWIA_mat_mean ,    0.0887,    0.151,    0.587, 0.559,   -0.212,    0.390
SWIA_mat_min  ,   -0.1833,    0.254,   -0.722, 0.472,   -0.689,    0.322
SWIA_mat_std  ,    0.0244,    0.629,    0.039, 0.969,   -1.229,    1.278
SWIA_mat_count,   -5.4862,    4.146,   -1.323, 0.190,  -13.748,    2.776
Omnibus:      ,26.839,  Durbin-Watson:     ,   1.942
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  56.986
Skew:         , 0.924,  Prob(JB):          ,4.22e-13
Kurtosis:     , 5.911,  Cond. No.          ,5.72e+04

Notes:
[1] R² is computed without centering (uncentered) since the model does not contain a constant.
[2] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[3] The condition number is large, 5.72e+04. This might indicate that there are
strong multicollinearity or other numerical problems.
