                          OLS Regression Results                          
Dep. Variable:   ,yield           ,  R-squared (uncentered):     ,   0.378
Model:           ,OLS             ,  Adj. R-squared (uncentered):,   0.009
Method:          ,Least Squares   ,  F-statistic:                ,   1.026
Date:            ,Fri, 24 Apr 2026,  Prob (F-statistic):         , 0.454  
Time:            ,10:49:48        ,  Log-Likelihood:             , -177.94
No. Observations:,   113          ,  AIC:                        ,   439.9
Df Residuals:    ,    71          ,  BIC:                        ,   554.4
Df Model:        ,    42          ,                              ,        
Covariance Type: ,nonrobust       ,                              ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -0.7157,    4.947,   -0.145, 0.885,  -10.580,    9.148
SPI3_max      ,   -2.2342,    8.270,   -0.270, 0.788,  -18.725,   14.256
SPI6_max      ,   -1.3082,    3.526,   -0.371, 0.712,   -8.340,    5.723
SPI12_max     ,    2.5109,    5.861,    0.428, 0.670,   -9.176,   14.198
SPEI1_max     ,    1.0875,    8.283,    0.131, 0.896,  -15.429,   17.604
SPEI3_max     ,   -0.6170,   14.370,   -0.043, 0.966,  -29.269,   28.035
SPEI6_max     ,    3.1251,   20.926,    0.149, 0.882,  -38.601,   44.851
SPEI12_max    ,    1.5261,    9.530,    0.160, 0.873,  -17.477,   20.529
SPI1_median   ,    7.3316,    9.210,    0.796, 0.429,  -11.033,   25.696
SPI3_median   ,    5.6185,    3.375,    1.665, 0.100,   -1.112,   12.349
SPI6_median   ,   -1.2001,    2.577,   -0.466, 0.643,   -6.338,    3.938
SPI12_median  ,    1.2072,    1.347,    0.896, 0.373,   -1.480,    3.894
SPEI1_median  ,   -2.1398,    4.623,   -0.463, 0.645,  -11.357,    7.078
SPEI3_median  ,   -3.7061,   13.607,   -0.272, 0.786,  -30.837,   23.425
SPEI6_median  ,   -5.7025,    7.677,   -0.743, 0.460,  -21.009,    9.604
SPEI12_median ,   -6.6080,    5.368,   -1.231, 0.222,  -17.311,    4.095
SPI1_min      ,   -0.6042,    6.830,   -0.088, 0.930,  -14.222,   13.014
SPI3_min      ,    0.0783,    4.638,    0.017, 0.987,   -9.170,    9.327
SPI6_min      ,    1.0109,    3.574,    0.283, 0.778,   -6.116,    8.138
SPI12_min     ,   -2.2040,    6.256,   -0.352, 0.726,  -14.678,   10.270
SPEI1_min     ,   -2.9585,    6.611,   -0.447, 0.656,  -16.141,   10.224
SPEI3_min     ,    7.4455,   15.630,    0.476, 0.635,  -23.720,   38.611
SPEI6_min     ,   -0.8472,   15.935,   -0.053, 0.958,  -32.620,   30.926
SPEI12_min    ,    2.6203,   11.839,    0.221, 0.825,  -20.986,   26.227
SPI1_std      ,   -2.7516,   19.365,   -0.142, 0.887,  -41.365,   35.861
SPI3_std      ,   -0.7543,   11.907,   -0.063, 0.950,  -24.497,   22.988
SPI6_std      ,    3.5047,    8.415,    0.416, 0.678,  -13.274,   20.283
SPI12_std     ,   -5.5984,   13.780,   -0.406, 0.686,  -33.074,   21.878
SPEI1_std     ,   -1.5189,   20.130,   -0.075, 0.940,  -41.657,   38.619
SPEI3_std     ,   16.4466,   37.003,    0.444, 0.658,  -57.335,   90.229
SPEI6_std     ,   -9.4991,   36.596,   -0.260, 0.796,  -82.469,   63.471
SPEI12_std    ,    4.4049,   27.509,    0.160, 0.873,  -50.446,   59.255
SWIA_veg_max  ,    0.0494,    0.194,    0.255, 0.799,   -0.337,    0.436
SWIA_veg_mean ,    0.0042,    0.152,    0.028, 0.978,   -0.298,    0.307
SWIA_veg_min  ,   -0.0846,    0.352,   -0.240, 0.811,   -0.787,    0.618
SWIA_veg_std  ,   -0.0256,    0.503,   -0.051, 0.960,   -1.029,    0.978
SWIA_veg_count,   -1.1409,    2.227,   -0.512, 0.610,   -5.582,    3.300
SWIA_mat_max  ,   -0.0615,    0.183,   -0.336, 0.738,   -0.426,    0.303
SWIA_mat_mean ,   -0.0478,    0.148,   -0.323, 0.747,   -0.343,    0.247
SWIA_mat_min  ,    0.2174,    0.916,    0.237, 0.813,   -1.610,    2.044
SWIA_mat_std  ,    0.1190,    0.409,    0.291, 0.772,   -0.697,    0.935
SWIA_mat_count,    0.8823,    1.879,    0.469, 0.640,   -2.865,    4.629
Omnibus:      ,23.121,  Durbin-Watson:     ,   2.419
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  55.209
Skew:         ,-0.748,  Prob(JB):          ,1.03e-12
Kurtosis:     , 6.081,  Cond. No.          ,3.76e+04

Notes:
[1] R² is computed without centering (uncentered) since the model does not contain a constant.
[2] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[3] The condition number is large, 3.76e+04. This might indicate that there are
strong multicollinearity or other numerical problems.
