                          OLS Regression Results                          
Dep. Variable:   ,yield           ,  R-squared (uncentered):     ,   0.389
Model:           ,OLS             ,  Adj. R-squared (uncentered):,   0.027
Method:          ,Least Squares   ,  F-statistic:                ,   1.075
Date:            ,Fri, 24 Apr 2026,  Prob (F-statistic):         , 0.388  
Time:            ,11:00:21        ,  Log-Likelihood:             , -176.93
No. Observations:,   113          ,  AIC:                        ,   437.9
Df Residuals:    ,    71          ,  BIC:                        ,   552.4
Df Model:        ,    42          ,                              ,        
Covariance Type: ,nonrobust       ,                              ,        
              ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
SPI1_max      ,   -0.4339,    2.032,   -0.213, 0.832,   -4.486,    3.619
SPI3_max      ,   -1.1478,    6.151,   -0.187, 0.852,  -13.412,   11.117
SPI6_max      ,   -0.0707,    3.151,   -0.022, 0.982,   -6.354,    6.213
SPI12_max     ,    1.2690,    4.292,    0.296, 0.768,   -7.289,    9.827
SPEI1_max     ,   -3.3129,    3.894,   -0.851, 0.398,  -11.077,    4.451
SPEI3_max     ,   -0.8474,   11.648,   -0.073, 0.942,  -24.073,   22.378
SPEI6_max     ,   -0.5924,   18.906,   -0.031, 0.975,  -38.289,   37.105
SPEI12_max    ,    6.5797,    7.531,    0.874, 0.385,   -8.436,   21.595
SPI1_median   ,    6.5106,    7.474,    0.871, 0.387,   -8.392,   21.413
SPI3_median   ,    5.2519,    2.739,    1.918, 0.059,   -0.209,   10.713
SPI6_median   ,   -1.2837,    1.871,   -0.686, 0.495,   -5.014,    2.446
SPI12_median  ,    1.2716,    1.190,    1.069, 0.289,   -1.101,    3.644
SPEI1_median  ,   -0.2949,    3.301,   -0.089, 0.929,   -6.877,    6.287
SPEI3_median  ,   -4.0459,    9.508,   -0.426, 0.672,  -23.005,   14.913
SPEI6_median  ,   -3.4885,    4.489,   -0.777, 0.440,  -12.439,    5.462
SPEI12_median ,   -5.1509,    5.528,   -0.932, 0.355,  -16.173,    5.871
SPI1_min      ,   -0.6427,    3.396,   -0.189, 0.850,   -7.414,    6.129
SPI3_min      ,    0.4985,    3.300,    0.151, 0.880,   -6.081,    7.078
SPI6_min      ,    0.6714,    1.895,    0.354, 0.724,   -3.107,    4.449
SPI12_min     ,   -2.1819,    3.142,   -0.694, 0.490,   -8.448,    4.084
SPEI1_min     ,   -0.2286,    5.232,   -0.044, 0.965,  -10.661,   10.204
SPEI3_min     ,    2.9611,    9.524,    0.311, 0.757,  -16.029,   21.952
SPEI6_min     ,    1.2915,   14.681,    0.088, 0.930,  -27.982,   30.565
SPEI12_min    ,   -0.5763,    5.977,   -0.096, 0.923,  -12.495,   11.342
SPI1_std      ,   -2.8048,    9.939,   -0.282, 0.779,  -22.623,   17.014
SPI3_std      ,   -0.2857,    8.934,   -0.032, 0.975,  -18.099,   17.527
SPI6_std      ,    1.3748,    5.968,    0.230, 0.818,  -10.525,   13.275
SPI12_std     ,   -4.3387,    7.409,   -0.586, 0.560,  -19.112,   10.435
SPEI1_std     ,    6.2027,    9.959,    0.623, 0.535,  -13.655,   26.060
SPEI3_std     ,   12.4787,   17.340,    0.720, 0.474,  -22.096,   47.053
SPEI6_std     ,    0.2688,   31.499,    0.009, 0.993,  -62.538,   63.076
SPEI12_std    ,   -3.9485,   14.304,   -0.276, 0.783,  -32.469,   24.572
SWIA_veg_max  ,   -0.0547,    0.057,   -0.968, 0.337,   -0.167,    0.058
SWIA_veg_mean ,    0.0463,    0.077,    0.601, 0.550,   -0.107,    0.200
SWIA_veg_min  ,   -0.0253,    0.096,   -0.265, 0.792,   -0.216,    0.165
SWIA_veg_std  ,    0.0121,    0.149,    0.081, 0.936,   -0.285,    0.309
SWIA_veg_count,    0.3560,    0.289,    1.230, 0.223,   -0.221,    0.933
SWIA_mat_max  ,   -0.1344,    0.165,   -0.814, 0.418,   -0.463,    0.195
SWIA_mat_mean ,   -0.0322,    0.083,   -0.389, 0.699,   -0.197,    0.133
SWIA_mat_min  ,    0.0659,    0.090,    0.734, 0.466,   -0.113,    0.245
SWIA_mat_std  ,    0.1713,    0.226,    0.758, 0.451,   -0.279,    0.622
SWIA_mat_count,    0.7932,    1.043,    0.761, 0.449,   -1.286,    2.872
Omnibus:      ,25.268,  Durbin-Watson:     ,   2.568
Prob(Omnibus):, 0.000,  Jarque-Bera (JB):  ,  53.498
Skew:         ,-0.879,  Prob(JB):          ,2.42e-12
Kurtosis:     , 5.876,  Cond. No.          ,2.90e+04

Notes:
[1] R² is computed without centering (uncentered) since the model does not contain a constant.
[2] Standard Errors assume that the covariance matrix of the errors is correctly specified.
[3] The condition number is large, 2.9e+04. This might indicate that there are
strong multicollinearity or other numerical problems.
